customer_id,segment,city,age,gender,join_date,email_subscribed,preferred_device,preferred_category
CUST00350,Lost,Jakarta,18,Male,2024-08-29,0,Mobile,Food & Drink
CUST00351,Champions,Jakarta,44,Male,2024-05-07,0,Mobile,Electronics
CUST00352,Loyal,Bandung,50,Male,2024-01-27,0,Tablet,Food & Drink
CUST00353,Champions,Semarang,47,Male,2024-06-08,1,Mobile,Apparel
CUST00354,At Risk,Medan,37,Female,2024-05-04,1,Mobile,Books
CUST00355,Loyal,Medan,52,Male,2024-05-05,0,Mobile,Beauty
CUST00356,New,Palembang,18,Female,2024-01-01,1,Desktop,Apparel
CUST00357,Loyal,Bali,33,Prefer not to say,2024-01-31,1,Mobile,Electronics
CUST00358,Loyal,Bali,51,Female,2024-07-09,0,Mobile,Home & Garden
CUST00359,New,Jakarta,43,Male,2024-10-17,1,Mobile,Apparel
CUST00360,Lost,Medan,43,Male,2024-06-16,1,Mobile,Apparel
CUST00361,New,Jakarta,55,Male,2024-02-24,1,Mobile,Beauty
CUST00362,Lost,Surabaya,31,Male,2024-08-25,1,Mobile,Sports
CUST00363,New,Jakarta,20,Male,2024-06-16,1,Tablet,Home & Garden
CUST00364,Champions,Jakarta,37,Male,2024-03-30,1,Mobile,Sports
CUST00365,Loyal,Jakarta,47,Male,2024-03-12,1,Desktop,Apparel
CUST00366,Loyal,Bali,43,Female,2024-02-13,1,Desktop,Electronics
CUST00367,Champions,Yogyakarta,46,Female,2024-02-17,0,Mobile,Electronics
CUST00368,At Risk,Makassar,28,Female,2024-08-09,1,Mobile,Sports
CUST00369,Loyal,Makassar,31,Male,2024-05-20,0,Mobile,Beauty
CUST00370,Loyal,Surabaya,36,Female,2024-10-08,1,Mobile,Home & Garden
CUST00371,New,Jakarta,51,Female,2024-10-05,0,Desktop,Apparel
CUST00372,At Risk,Bali,49,Female,2024-10-16,1,Mobile,Apparel
CUST00373,Loyal,Jakarta,35,Female,2024-08-29,0,Tablet,Food & Drink
CUST00374,Champions,Jakarta,33,Female,2024-01-29,0,Mobile,Food & Drink
CUST00375,Loyal,Jakarta,29,Male,2024-10-30,0,Mobile,Beauty
CUST00376,New,Palembang,40,Male,2024-10-15,0,Desktop,Books
CUST00377,Lost,Bali,52,Male,2024-09-08,1,Mobile,Electronics
CUST00378,At Risk,Makassar,39,Female,2024-04-13,1,Mobile,Books
CUST00379,Lost,Jakarta,21,Female,2024-10-27,1,Mobile,Beauty
CUST00380,Loyal,Bali,22,Female,2024-07-21,1,Mobile,Food & Drink
CUST00381,New,Yogyakarta,45,Female,2024-09-06,1,Tablet,Sports
CUST00382,Lost,Jakarta,40,Female,2024-10-28,1,Desktop,Apparel
CUST00383,Loyal,Palembang,18,Male,2024-10-20,0,Tablet,Electronics
CUST00384,New,Bandung,32,Female,2024-02-23,1,Desktop,Apparel
CUST00385,Lost,Bandung,28,Female,2024-02-15,1,Desktop,Apparel
CUST00386,Champions,Jakarta,31,Male,2024-02-04,0,Desktop,Electronics
CUST00387,At Risk,Palembang,44,Female,2024-07-30,1,Mobile,Electronics
CUST00388,At Risk,Bandung,54,Male,2024-04-25,1,Desktop,Apparel
CUST00389,Loyal,Jakarta,24,Female,2024-03-28,1,Mobile,Food & Drink
CUST00390,Lost,Bandung,39,Female,2024-09-04,1,Desktop,Beauty
CUST00391,At Risk,Jakarta,21,Prefer not to say,2024-04-15,1,Mobile,Food & Drink
CUST00392,At Risk,Jakarta,36,Male,2024-02-19,1,Desktop,Electronics
CUST00393,Loyal,Jakarta,45,Male,2024-09-02,1,Mobile,Apparel
CUST00394,Champions,Bali,25,Female,2024-07-22,0,Mobile,Beauty
CUST00395,Loyal,Semarang,41,Male,2024-07-08,1,Mobile,Apparel
CUST00396,New,Jakarta,54,Male,2024-02-19,1,Mobile,Food & Drink
CUST00397,At Risk,Jakarta,53,Female,2024-07-17,1,Mobile,Books
CUST00398,At Risk,Surabaya,33,Male,2024-02-10,0,Mobile,Beauty
CUST00399,At Risk,Bandung,54,Male,2024-03-16,0,Mobile,Food & Drink
CUST00400,Lost,Jakarta,30,Male,2024-08-04,1,Mobile,Books
CUST00401,Champions,Bali,34,Male,2024-02-04,1,Mobile,Books
CUST00402,At Risk,Yogyakarta,18,Female,2024-10-27,1,Mobile,Electronics
CUST00403,At Risk,Makassar,24,Female,2024-10-15,0,Desktop,Food & Drink
CUST00404,Lost,Bali,34,Female,2024-09-05,1,Mobile,Home & Garden
CUST00405,New,Jakarta,43,Female,2024-06-18,1,Mobile,Apparel
CUST00406,Loyal,Yogyakarta,39,Male,2024-06-04,0,Desktop,Sports
CUST00407,Lost,Jakarta,32,Female,2024-08-14,1,Desktop,Beauty
CUST00408,Champions,Jakarta,46,Female,2024-07-27,0,Desktop,Books
CUST00409,At Risk,Jakarta,28,Male,2024-09-16,0,Mobile,Beauty
CUST00410,Loyal,Yogyakarta,30,Male,2024-05-07,1,Mobile,Electronics
CUST00411,Loyal,Surabaya,47,Female,2024-03-04,1,Mobile,Home & Garden
CUST00412,Lost,Bandung,48,Male,2024-06-28,0,Mobile,Books
CUST00413,Champions,Bali,19,Female,2024-03-24,0,Mobile,Apparel
CUST00414,Loyal,Jakarta,31,Female,2024-07-28,0,Tablet,Sports
CUST00415,At Risk,Bandung,26,Male,2024-01-05,1,Tablet,Sports
CUST00416,New,Surabaya,35,Female,2024-07-11,1,Mobile,Apparel
CUST00417,At Risk,Bandung,43,Female,2024-01-04,1,Desktop,Apparel
CUST00418,New,Jakarta,36,Female,2024-02-25,1,Mobile,Apparel
CUST00419,Loyal,Jakarta,37,Female,2024-09-21,0,Desktop,Books
CUST00420,New,Bandung,38,Female,2024-01-14,0,Mobile,Home & Garden
CUST00421,Loyal,Bandung,20,Female,2024-10-19,1,Desktop,Sports
CUST00422,New,Makassar,48,Female,2024-07-02,0,Desktop,Books
CUST00423,Loyal,Surabaya,24,Female,2024-05-12,1,Desktop,Food & Drink
CUST00424,Lost,Jakarta,23,Female,2024-04-24,1,Desktop,Apparel
CUST00425,Loyal,Surabaya,36,Female,2024-03-01,0,Mobile,Food & Drink
CUST00426,Champions,Surabaya,30,Female,2024-07-14,1,Desktop,Electronics
CUST00427,Lost,Bali,39,Female,2024-10-18,0,Mobile,Books
CUST00428,Loyal,Surabaya,23,Male,2024-03-31,1,Mobile,Apparel
CUST00429,New,Medan,54,Female,2024-09-07,0,Mobile,Home & Garden
CUST00430,At Risk,Palembang,45,Male,2024-07-15,1,Desktop,Food & Drink
CUST00431,Lost,Jakarta,51,Female,2024-01-03,1,Desktop,Apparel
CUST00432,Champions,Surabaya,42,Male,2024-06-05,0,Mobile,Apparel
CUST00433,New,Bali,51,Male,2024-03-09,0,Mobile,Electronics
CUST00434,Lost,Jakarta,43,Female,2024-04-24,1,Desktop,Beauty
CUST00435,Loyal,Medan,41,Male,2024-01-20,1,Desktop,Beauty
CUST00436,At Risk,Bandung,21,Male,2024-01-11,1,Mobile,Electronics
CUST00437,Loyal,Jakarta,27,Male,2024-01-05,1,Desktop,Apparel
CUST00438,New,Bali,26,Female,2024-02-23,1,Mobile,Books
CUST00439,At Risk,Yogyakarta,30,Prefer not to say,2024-09-24,1,Mobile,Electronics
CUST00440,At Risk,Bandung,31,Male,2024-09-03,1,Desktop,Food & Drink
CUST00441,New,Jakarta,49,Female,2024-02-16,1,Desktop,Food & Drink
CUST00442,New,Depok,47,Male,2024-05-31,1,Desktop,Books
CUST00443,Lost,Yogyakarta,41,Male,2024-06-09,1,Desktop,Food & Drink
CUST00444,Champions,Bandung,26,Male,2024-03-28,0,Tablet,Apparel
CUST00445,New,Yogyakarta,41,Male,2024-04-03,1,Mobile,Books
CUST00446,New,Yogyakarta,48,Male,2024-03-26,1,Mobile,Food & Drink
CUST00447,Loyal,Makassar,44,Female,2024-09-04,1,Mobile,Apparel
CUST00448,Loyal,Semarang,19,Female,2024-03-07,1,Desktop,Home & Garden
CUST00449,Champions,Jakarta,38,Female,2024-09-25,1,Mobile,Food & Drink
CUST00450,New,Surabaya,39,Male,2024-02-18,0,Mobile,Sports
CUST00451,New,Yogyakarta,27,Female,2024-10-12,1,Mobile,Food & Drink
CUST00452,At Risk,Semarang,48,Male,2024-03-25,1,Mobile,Food & Drink
CUST00453,Champions,Surabaya,32,Male,2024-07-12,1,Mobile,Books
CUST00454,At Risk,Surabaya,49,Prefer not to say,2024-03-01,0,Mobile,Home & Garden
CUST00455,Champions,Jakarta,53,Female,2024-02-16,0,Desktop,Food & Drink
CUST00456,At Risk,Palembang,47,Female,2024-07-05,0,Desktop,Apparel
CUST00457,New,Medan,48,Female,2024-07-05,1,Desktop,Apparel
CUST00458,Loyal,Surabaya,36,Female,2024-07-10,1,Mobile,Electronics
CUST00459,New,Jakarta,44,Male,2024-04-10,0,Mobile,Home & Garden
CUST00460,New,Jakarta,39,Male,2024-07-31,1,Desktop,Electronics
CUST00461,Lost,Bandung,47,Male,2024-09-15,1,Mobile,Electronics
CUST00462,Lost,Surabaya,55,Female,2024-09-17,0,Desktop,Electronics
CUST00463,New,Bali,24,Female,2024-06-13,1,Tablet,Food & Drink
CUST00464,New,Bali,35,Prefer not to say,2024-06-24,1,Mobile,Home & Garden
CUST00465,New,Jakarta,50,Female,2024-10-07,1,Tablet,Beauty
CUST00466,Loyal,Bandung,36,Prefer not to say,2024-03-08,1,Tablet,Home & Garden
CUST00467,New,Medan,38,Female,2024-06-29,1,Tablet,Sports
CUST00468,New,Jakarta,52,Female,2024-08-04,1,Mobile,Electronics
CUST00469,New,Jakarta,30,Prefer not to say,2024-03-23,1,Mobile,Electronics
CUST00470,New,Medan,31,Male,2024-01-17,1,Mobile,Sports
CUST00471,At Risk,Medan,32,Male,2024-10-14,1,Desktop,Sports
CUST00472,New,Makassar,21,Male,2024-07-17,0,Desktop,Food & Drink
CUST00473,Champions,Jakarta,34,Female,2024-08-14,0,Desktop,Beauty
CUST00474,New,Medan,52,Female,2024-04-10,0,Mobile,Electronics
CUST00475,New,Palembang,29,Male,2024-09-20,1,Mobile,Apparel
CUST00476,Loyal,Jakarta,34,Female,2024-08-26,1,Mobile,Apparel
CUST00477,Champions,Surabaya,37,Female,2024-10-20,1,Desktop,Beauty
CUST00478,Lost,Jakarta,51,Male,2024-09-15,1,Mobile,Apparel
CUST00479,Lost,Bali,39,Male,2024-05-30,0,Mobile,Food & Drink
CUST00480,New,Jakarta,18,Female,2024-06-26,0,Mobile,Beauty
CUST00481,Lost,Bali,38,Male,2024-02-28,1,Mobile,Food & Drink
CUST00482,New,Surabaya,41,Female,2024-09-17,1,Desktop,Electronics
CUST00483,At Risk,Jakarta,24,Female,2024-10-02,1,Mobile,Beauty
CUST00484,Loyal,Yogyakarta,45,Female,2024-04-15,1,Tablet,Books
CUST00485,New,Medan,22,Male,2024-03-19,1,Mobile,Electronics
CUST00486,Loyal,Surabaya,34,Female,2024-10-21,0,Mobile,Home & Garden
CUST00487,At Risk,Jakarta,38,Female,2024-03-01,1,Mobile,Sports
CUST00488,At Risk,Bali,22,Male,2024-09-14,0,Mobile,Electronics
CUST00489,New,Bali,46,Female,2024-01-16,1,Mobile,Home & Garden
CUST00490,New,Jakarta,52,Male,2024-03-14,0,Tablet,Books
CUST00491,New,Surabaya,18,Male,2024-10-11,1,Mobile,Home & Garden
CUST00492,At Risk,Bali,23,Male,2024-06-25,0,Desktop,Electronics
CUST00493,Loyal,Jakarta,34,Female,2024-04-02,1,Mobile,Sports
CUST00494,Lost,Surabaya,53,Male,2024-10-08,1,Mobile,Electronics
CUST00495,At Risk,Bali,39,Male,2024-04-30,1,Desktop,Apparel
CUST00496,At Risk,Medan,37,Female,2024-03-19,1,Mobile,Home & Garden
CUST00497,Champions,Yogyakarta,33,Male,2024-08-11,1,Desktop,Apparel
CUST00498,At Risk,Bali,46,Female,2024-06-05,1,Desktop,Electronics
CUST00499,Loyal,Semarang,26,Male,2024-04-10,0,Mobile,Electronics
CUST00500,Champions,Bandung,50,Female,2024-10-24,0,Mobile,Electronics
CUST00501,Loyal,Surabaya,52,Male,2024-03-17,1,Desktop,Sports
CUST00502,Loyal,Surabaya,47,Male,2024-02-16,1,Desktop,Books
CUST00503,New,Medan,28,Female,2024-03-12,1,Tablet,Sports
CUST00504,Lost,Makassar,48,Male,2024-01-21,1,Mobile,Apparel
CUST00505,Champions,Surabaya,31,Male,2024-07-03,0,Desktop,Electronics
CUST00506,New,Medan,24,Female,2024-09-23,1,Desktop,Beauty
CUST00507,At Risk,Bandung,42,Female,2024-07-06,0,Mobile,Apparel
CUST00508,Lost,Surabaya,32,Female,2024-06-29,1,Desktop,Food & Drink
CUST00509,Champions,Surabaya,26,Male,2024-04-27,1,Mobile,Electronics
CUST00510,Loyal,Bandung,25,Female,2024-07-31,0,Mobile,Home & Garden
CUST00511,Loyal,Bandung,28,Male,2024-07-29,1,Mobile,Electronics
CUST00512,New,Semarang,20,Male,2024-03-16,1,Mobile,Food & Drink
CUST00513,At Risk,Bandung,54,Female,2024-05-25,1,Mobile,Home & Garden
CUST00514,At Risk,Yogyakarta,32,Female,2024-03-14,0,Mobile,Sports
CUST00515,Loyal,Makassar,39,Male,2024-10-29,1,Mobile,Electronics
CUST00516,At Risk,Bandung,50,Female,2024-03-17,1,Desktop,Beauty
CUST00517,Lost,Surabaya,52,Male,2024-03-01,1,Desktop,Beauty
CUST00518,Champions,Surabaya,45,Female,2024-07-08,1,Mobile,Food & Drink
CUST00519,At Risk,Bali,42,Male,2024-10-21,1,Mobile,Apparel
CUST00520,Lost,Bandung,36,Male,2024-10-05,1,Desktop,Books
CUST00521,At Risk,Surabaya,25,Female,2024-07-11,1,Mobile,Apparel
CUST00522,Loyal,Jakarta,55,Male,2024-10-01,1,Mobile,Sports
CUST00523,New,Surabaya,44,Female,2024-10-12,1,Mobile,Apparel
CUST00524,Loyal,Yogyakarta,40,Female,2024-07-22,0,Desktop,Sports
CUST00525,At Risk,Jakarta,28,Male,2024-09-17,1,Mobile,Sports
CUST00526,New,Bali,28,Female,2024-01-03,0,Mobile,Beauty
CUST00527,Champions,Jakarta,34,Female,2024-02-10,0,Tablet,Home & Garden
CUST00528,New,Medan,36,Female,2024-01-30,0,Desktop,Home & Garden
CUST00529,Loyal,Jakarta,51,Female,2024-01-18,1,Desktop,Beauty
CUST00530,New,Jakarta,41,Prefer not to say,2024-01-01,1,Mobile,Home & Garden
CUST00531,New,Bandung,43,Male,2024-09-22,1,Desktop,Beauty
CUST00532,New,Makassar,53,Male,2024-06-27,0,Mobile,Food & Drink
CUST00533,At Risk,Bandung,43,Male,2024-05-13,1,Mobile,Home & Garden
CUST00534,Loyal,Yogyakarta,25,Female,2024-05-11,0,Mobile,Sports
CUST00535,Lost,Surabaya,54,Female,2024-05-04,0,Mobile,Home & Garden
CUST00536,At Risk,Surabaya,19,Male,2024-05-12,1,Tablet,Sports
CUST00537,Loyal,Bali,38,Female,2024-06-29,1,Desktop,Apparel
CUST00538,Champions,Jakarta,39,Female,2024-04-01,1,Desktop,Apparel
CUST00539,Lost,Surabaya,30,Male,2024-04-12,1,Mobile,Apparel
CUST00540,New,Jakarta,40,Male,2024-02-24,1,Tablet,Home & Garden
CUST00541,Champions,Palembang,52,Male,2024-09-03,1,Desktop,Food & Drink
CUST00542,At Risk,Surabaya,35,Male,2024-09-18,1,Mobile,Electronics
CUST00543,New,Makassar,48,Female,2024-01-17,1,Desktop,Electronics
CUST00544,Lost,Surabaya,51,Male,2024-01-05,1,Mobile,Apparel
CUST00545,New,Jakarta,34,Male,2024-05-14,1,Mobile,Apparel
CUST00546,At Risk,Bali,31,Male,2024-07-09,1,Mobile,Beauty
CUST00547,Lost,Yogyakarta,32,Female,2024-05-18,1,Desktop,Electronics
CUST00548,New,Surabaya,27,Male,2024-01-05,1,Tablet,Books
CUST00549,At Risk,Yogyakarta,38,Male,2024-06-02,0,Mobile,Electronics
CUST00550,Loyal,Yogyakarta,31,Female,2024-08-31,1,Desktop,Apparel
CUST00551,Loyal,Makassar,53,Male,2024-05-11,1,Mobile,Sports
CUST00552,New,Bandung,54,Male,2024-10-02,0,Mobile,Sports
CUST00553,At Risk,Semarang,46,Female,2024-07-14,1,Tablet,Books
CUST00554,New,Surabaya,39,Male,2024-10-19,0,Mobile,Apparel
CUST00555,Loyal,Medan,36,Male,2024-07-21,1,Desktop,Apparel
CUST00556,At Risk,Bali,46,Female,2024-04-04,1,Mobile,Apparel
CUST00557,New,Jakarta,23,Male,2024-07-22,1,Desktop,Beauty
CUST00558,Champions,Surabaya,43,Male,2024-02-12,1,Mobile,Food & Drink
CUST00559,Loyal,Jakarta,32,Female,2024-05-25,1,Mobile,Electronics
CUST00560,Champions,Semarang,40,Female,2024-06-15,1,Desktop,Food & Drink
CUST00561,At Risk,Palembang,26,Male,2024-10-03,1,Desktop,Beauty
CUST00562,At Risk,Bandung,51,Male,2024-09-30,1,Mobile,Books
CUST00563,At Risk,Bali,41,Male,2024-03-20,1,Desktop,Books
CUST00564,Loyal,Surabaya,48,Female,2024-09-08,1,Mobile,Home & Garden
CUST00565,Loyal,Yogyakarta,32,Male,2024-10-07,1,Mobile,Home & Garden
CUST00566,Loyal,Yogyakarta,42,Male,2024-04-22,1,Mobile,Sports
CUST00567,Lost,Jakarta,35,Female,2024-09-29,1,Desktop,Electronics
CUST00568,Loyal,Bandung,47,Female,2024-05-19,1,Mobile,Electronics
CUST00569,Lost,Jakarta,19,Male,2024-02-22,1,Mobile,Electronics
CUST00570,Champions,Surabaya,18,Male,2024-06-24,0,Mobile,Apparel
CUST00571,New,Bali,20,Male,2024-03-15,0,Mobile,Home & Garden
CUST00572,Loyal,Yogyakarta,34,Male,2024-01-07,0,Mobile,Books
CUST00573,At Risk,Jakarta,20,Female,2024-02-18,0,Mobile,Sports
CUST00574,Loyal,Jakarta,38,Female,2024-01-22,1,Mobile,Home & Garden
CUST00575,Loyal,Semarang,41,Prefer not to say,2024-04-21,1,Mobile,Electronics
CUST00576,New,Jakarta,55,Male,2024-05-04,1,Desktop,Home & Garden
CUST00577,At Risk,Yogyakarta,41,Male,2024-05-07,1,Mobile,Food & Drink
CUST00578,Lost,Jakarta,21,Female,2024-03-19,0,Mobile,Apparel
CUST00579,Lost,Yogyakarta,40,Female,2024-08-12,1,Mobile,Sports
CUST00580,Loyal,Surabaya,20,Female,2024-08-12,1,Mobile,Beauty
CUST00581,At Risk,Medan,38,Female,2024-05-20,1,Desktop,Electronics
CUST00582,At Risk,Jakarta,46,Female,2024-05-14,1,Desktop,Home & Garden
CUST00583,New,Bandung,19,Female,2024-07-05,1,Desktop,Sports
CUST00584,At Risk,Jakarta,42,Female,2024-09-11,1,Mobile,Home & Garden
CUST00585,Loyal,Surabaya,24,Male,2024-02-04,0,Mobile,Electronics
CUST00586,Champions,Jakarta,30,Female,2024-10-19,1,Mobile,Beauty
CUST00587,At Risk,Bali,21,Male,2024-02-06,0,Desktop,Food & Drink
CUST00588,New,Yogyakarta,47,Male,2024-02-01,0,Desktop,Books
CUST00589,New,Yogyakarta,21,Female,2024-05-16,0,Desktop,Electronics
CUST00590,Loyal,Jakarta,51,Female,2024-04-28,1,Mobile,Apparel
CUST00591,New,Surabaya,29,Male,2024-10-12,1,Desktop,Apparel
CUST00592,At Risk,Semarang,45,Female,2024-03-26,1,Mobile,Sports
CUST00593,At Risk,Makassar,46,Female,2024-06-10,0,Desktop,Home & Garden
CUST00594,New,Bandung,38,Female,2024-10-15,1,Mobile,Sports
CUST00595,Loyal,Surabaya,46,Male,2024-07-22,1,Mobile,Electronics
CUST00596,Champions,Jakarta,37,Male,2024-04-23,1,Desktop,Food & Drink
CUST00597,New,Surabaya,53,Female,2024-10-19,1,Mobile,Apparel
CUST00598,Champions,Semarang,41,Male,2024-05-07,0,Mobile,Home & Garden
CUST00599,Lost,Medan,22,Male,2024-09-04,0,Desktop,Beauty
CUST00600,Lost,Jakarta,37,Male,2024-10-22,0,Tablet,Apparel
CUST00601,Lost,Bali,45,Female,2024-03-02,1,Desktop,Beauty
CUST00602,Champions,Jakarta,42,Male,2024-09-25,1,Mobile,Home & Garden
CUST00603,Loyal,Bandung,21,Prefer not to say,2024-07-20,0,Mobile,Electronics
CUST00604,At Risk,Jakarta,43,Male,2024-06-21,1,Mobile,Home & Garden
CUST00605,Champions,Surabaya,50,Female,2024-03-07,1,Mobile,Home & Garden
CUST00606,At Risk,Bandung,53,Male,2024-09-25,1,Desktop,Apparel
CUST00607,Lost,Jakarta,23,Male,2024-07-30,1,Mobile,Beauty
CUST00608,Champions,Jakarta,37,Female,2024-06-28,0,Mobile,Electronics
CUST00609,Champions,Jakarta,32,Male,2024-07-10,0,Mobile,Sports
CUST00610,Loyal,Semarang,27,Male,2024-05-27,1,Mobile,Home & Garden
CUST00611,Champions,Medan,31,Male,2024-04-18,1,Mobile,Home & Garden
CUST00612,New,Medan,27,Male,2024-01-10,0,Mobile,Apparel
CUST00613,Champions,Yogyakarta,30,Male,2024-05-18,1,Mobile,Home & Garden
CUST00614,Loyal,Semarang,41,Male,2024-01-10,0,Mobile,Food & Drink
CUST00615,At Risk,Makassar,24,Female,2024-09-05,1,Mobile,Home & Garden
CUST00616,At Risk,Jakarta,19,Male,2024-09-28,1,Desktop,Electronics
CUST00617,New,Bandung,40,Prefer not to say,2024-04-30,0,Mobile,Electronics
CUST00618,Loyal,Semarang,42,Female,2024-01-16,0,Mobile,Apparel
CUST00619,Loyal,Jakarta,26,Female,2024-07-14,1,Desktop,Sports
CUST00620,At Risk,Jakarta,54,Female,2024-06-08,1,Mobile,Apparel
CUST00621,Champions,Bandung,52,Female,2024-04-13,1,Desktop,Beauty
CUST00622,Champions,Bandung,27,Female,2024-10-16,1,Mobile,Food & Drink
CUST00623,Champions,Yogyakarta,38,Female,2024-03-15,0,Desktop,Home & Garden
CUST00624,At Risk,Medan,46,Male,2024-05-20,1,Mobile,Electronics
CUST00625,Lost,Bandung,35,Female,2024-04-28,1,Mobile,Electronics
CUST00626,New,Surabaya,26,Female,2024-08-28,1,Desktop,Home & Garden
CUST00627,Champions,Jakarta,30,Female,2024-07-28,1,Mobile,Home & Garden
CUST00628,New,Medan,30,Male,2024-02-03,0,Mobile,Beauty
CUST00629,New,Semarang,47,Male,2024-08-06,1,Desktop,Home & Garden
CUST00630,Loyal,Bandung,54,Female,2024-09-25,1,Mobile,Electronics
CUST00631,At Risk,Semarang,20,Female,2024-05-05,1,Desktop,Beauty
CUST00632,At Risk,Jakarta,21,Male,2024-08-13,1,Desktop,Home & Garden
CUST00633,At Risk,Bandung,21,Female,2024-03-13,1,Mobile,Home & Garden
CUST00634,Loyal,Makassar,55,Male,2024-10-06,1,Mobile,Electronics
CUST00635,At Risk,Semarang,30,Male,2024-02-16,1,Desktop,Books
CUST00636,New,Jakarta,25,Female,2024-08-18,1,Desktop,Sports
CUST00637,Lost,Bali,28,Male,2024-07-13,1,Mobile,Books
CUST00638,Lost,Semarang,28,Female,2024-04-01,1,Mobile,Sports
CUST00639,Lost,Bandung,36,Female,2024-03-01,0,Mobile,Sports
CUST00640,Champions,Semarang,49,Female,2024-10-05,1,Mobile,Apparel
CUST00641,New,Bali,47,Female,2024-02-10,1,Desktop,Apparel
CUST00642,New,Jakarta,31,Male,2024-03-16,1,Mobile,Electronics
CUST00643,At Risk,Bali,37,Male,2024-02-14,1,Mobile,Sports
CUST00644,New,Yogyakarta,54,Prefer not to say,2024-03-31,0,Mobile,Electronics
CUST00645,New,Bali,38,Female,2024-07-13,0,Desktop,Electronics
CUST00646,At Risk,Medan,25,Male,2024-05-20,1,Mobile,Apparel
CUST00647,Champions,Medan,54,Prefer not to say,2024-09-27,1,Desktop,Food & Drink
CUST00648,Lost,Surabaya,36,Male,2024-06-11,1,Desktop,Food & Drink
CUST00649,New,Surabaya,49,Female,2024-09-11,1,Mobile,Sports
CUST00650,Lost,Jakarta,18,Female,2024-08-26,1,Desktop,Books
CUST00651,Lost,Jakarta,44,Female,2024-06-28,1,Mobile,Apparel
CUST00652,Loyal,Bali,22,Female,2024-09-16,0,Mobile,Apparel
CUST00653,Loyal,Bandung,54,Female,2024-01-15,1,Desktop,Food & Drink
CUST00654,At Risk,Yogyakarta,48,Female,2024-03-10,1,Desktop,Beauty
CUST00655,Loyal,Makassar,44,Female,2024-01-29,1,Desktop,Apparel
CUST00656,At Risk,Bandung,31,Female,2024-06-18,0,Mobile,Food & Drink
CUST00657,Loyal,Bali,19,Female,2024-07-11,0,Mobile,Home & Garden
CUST00658,At Risk,Medan,37,Female,2024-06-10,1,Mobile,Books
CUST00659,Loyal,Jakarta,37,Male,2024-06-03,1,Mobile,Apparel
CUST00660,Champions,Jakarta,50,Female,2024-09-04,1,Mobile,Home & Garden
CUST00661,Lost,Yogyakarta,37,Female,2024-03-14,1,Tablet,Home & Garden
CUST00662,Lost,Medan,31,Male,2024-08-23,0,Mobile,Apparel
CUST00663,Champions,Bali,23,Male,2024-01-24,0,Desktop,Electronics
CUST00664,New,Bali,31,Male,2024-04-08,1,Desktop,Sports
CUST00665,Loyal,Jakarta,28,Female,2024-01-08,1,Mobile,Beauty
CUST00666,At Risk,Jakarta,35,Female,2024-05-25,1,Mobile,Food & Drink
CUST00667,At Risk,Jakarta,21,Female,2024-08-29,1,Mobile,Electronics
CUST00668,Loyal,Bandung,55,Female,2024-08-16,1,Desktop,Sports
CUST00669,New,Jakarta,52,Female,2024-08-26,1,Desktop,Sports
CUST00670,Champions,Bandung,37,Female,2024-08-26,0,Mobile,Food & Drink
CUST00671,Loyal,Bali,41,Female,2024-06-18,0,Mobile,Electronics
CUST00672,At Risk,Surabaya,40,Male,2024-03-28,1,Mobile,Home & Garden
CUST00673,At Risk,Bali,24,Female,2024-02-06,1,Mobile,Home & Garden
CUST00674,New,Jakarta,53,Male,2024-09-03,1,Desktop,Beauty
CUST00675,New,Surabaya,45,Female,2024-06-24,1,Desktop,Electronics
CUST00676,Lost,Yogyakarta,54,Female,2024-02-28,1,Mobile,Books
CUST00677,Loyal,Jakarta,43,Female,2024-02-25,1,Desktop,Apparel
CUST00678,New,Jakarta,21,Female,2024-03-12,0,Desktop,Electronics
CUST00679,Champions,Surabaya,27,Male,2024-05-29,1,Mobile,Sports
CUST00680,Loyal,Yogyakarta,54,Female,2024-06-04,0,Desktop,Food & Drink
CUST00681,Lost,Jakarta,55,Male,2024-09-18,1,Mobile,Apparel
CUST00682,At Risk,Jakarta,21,Female,2024-10-13,1,Desktop,Books
CUST00683,Loyal,Bali,55,Female,2024-06-11,1,Mobile,Apparel
CUST00684,Loyal,Jakarta,26,Female,2024-07-15,1,Mobile,Apparel
CUST00685,Lost,Jakarta,26,Female,2024-02-06,1,Desktop,Sports
CUST00686,Lost,Jakarta,26,Female,2024-07-31,0,Desktop,Food & Drink
CUST00687,New,Surabaya,47,Female,2024-10-09,1,Mobile,Home & Garden
CUST00688,Champions,Semarang,49,Female,2024-05-01,1,Tablet,Beauty
CUST00689,Champions,Surabaya,20,Male,2024-07-07,1,Desktop,Electronics
CUST00690,New,Surabaya,35,Female,2024-02-10,1,Mobile,Beauty
CUST00691,New,Bandung,22,Female,2024-10-03,1,Mobile,Apparel
CUST00692,New,Surabaya,48,Female,2024-08-28,1,Mobile,Food & Drink
CUST00693,Loyal,Jakarta,28,Female,2024-06-04,1,Mobile,Home & Garden
CUST00694,Loyal,Bandung,21,Female,2024-05-29,1,Mobile,Electronics
CUST00695,At Risk,Jakarta,35,Male,2024-05-23,1,Desktop,Beauty
CUST00696,Lost,Bandung,27,Female,2024-07-08,1,Desktop,Home & Garden
CUST00697,New,Bali,20,Prefer not to say,2024-02-13,1,Desktop,Books
CUST00698,New,Yogyakarta,44,Female,2024-05-01,0,Mobile,Beauty
