city,acquisition_source,month,sessions,conversions,revenue,conversion_rate,ad_spend,roas,avg_order_value
Medan,Referral,2024-07,9,1,193.4,0.1111,11.95,16.18,193.4
Medan,Referral,2024-08,11,1,196.42,0.0909,19.73,9.96,196.42
Medan,Referral,2024-09,10,1,194.58,0.1,20.97,9.28,194.58
Medan,Referral,2024-10,10,1,196.09,0.1,17.72,11.07,196.09
Medan,Referral,2024-11,12,2,383.48,0.1667,36.33,10.56,191.74
Medan,Referral,2024-12,14,2,378.57,0.1429,44.28,8.55,189.28
Yogyakarta,Organic,2024-01,16,2,316.35,0.125,17.43,18.15,158.18
Yogyakarta,Organic,2024-02,13,1,161.19,0.0769,10.36,15.56,161.19
Yogyakarta,Organic,2024-03,17,2,329.95,0.1176,33.45,9.86,164.97
Yogyakarta,Organic,2024-04,18,2,310.97,0.1111,23.61,13.17,155.49
Yogyakarta,Organic,2024-05,17,2,321.81,0.1176,22.12,14.55,160.91
Yogyakarta,Organic,2024-06,17,2,316.12,0.1176,24.31,13.0,158.06
Yogyakarta,Organic,2024-07,19,2,334.69,0.1053,20.48,16.34,167.34
Yogyakarta,Organic,2024-08,17,2,316.85,0.1176,32.77,9.67,158.43
Yogyakarta,Organic,2024-09,19,2,322.85,0.1053,23.12,13.96,161.43
Yogyakarta,Organic,2024-10,17,2,323.07,0.1176,38.02,8.5,161.53
Yogyakarta,Organic,2024-11,19,2,308.38,0.1053,26.1,11.82,154.19
Yogyakarta,Organic,2024-12,27,3,482.92,0.1111,42.29,11.42,160.97
Yogyakarta,Paid Search,2024-01,14,1,177.19,0.0714,49.81,3.56,177.19
Yogyakarta,Paid Search,2024-02,13,1,174.47,0.0769,41.1,4.25,174.47
Yogyakarta,Paid Search,2024-03,15,1,173.32,0.0667,48.73,3.56,173.32
Yogyakarta,Paid Search,2024-04,14,1,176.37,0.0714,40.48,4.36,176.37
Yogyakarta,Paid Search,2024-05,17,2,356.71,0.1176,88.15,4.05,178.35
Yogyakarta,Paid Search,2024-06,18,2,336.07,0.1111,87.62,3.84,168.03
Yogyakarta,Paid Search,2024-07,16,1,166.96,0.0625,41.18,4.05,166.96
Yogyakarta,Paid Search,2024-08,16,1,175.09,0.0625,45.74,3.83,175.09
Yogyakarta,Paid Search,2024-09,16,1,167.4,0.0625,50.09,3.34,167.4
Yogyakarta,Paid Search,2024-10,19,2,340.83,0.1053,97.57,3.49,170.41
Yogyakarta,Paid Search,2024-11,19,2,339.56,0.1053,96.86,3.51,169.78
Yogyakarta,Paid Search,2024-12,22,2,363.13,0.0909,96.85,3.75,181.56
Yogyakarta,Social Media,2024-01,14,1,163.49,0.0714,42.18,3.88,163.49
Yogyakarta,Social Media,2024-02,14,1,176.35,0.0714,46.95,3.76,176.35
Yogyakarta,Social Media,2024-03,15,1,165.96,0.0667,44.86,3.7,165.96
Yogyakarta,Social Media,2024-04,15,1,165.57,0.0667,45.44,3.64,165.57
Yogyakarta,Social Media,2024-05,13,1,164.92,0.0769,36.53,4.51,164.92
Yogyakarta,Social Media,2024-06,15,1,174.88,0.0667,44.21,3.96,174.88
Yogyakarta,Social Media,2024-07,17,2,356.03,0.1176,99.29,3.59,178.01
Yogyakarta,Social Media,2024-08,14,1,166.59,0.0714,40.98,4.07,166.59
Yogyakarta,Social Media,2024-09,17,1,168.42,0.0588,39.39,4.28,168.42
Yogyakarta,Social Media,2024-10,19,2,338.23,0.1053,95.3,3.55,169.12
Yogyakarta,Social Media,2024-11,19,2,349.86,0.1053,94.04,3.72,174.93
Yogyakarta,Social Media,2024-12,20,2,345.22,0.1,82.16,4.2,172.61
Yogyakarta,Email,2024-01,11,1,172.13,0.0909,17.1,10.07,172.13
Yogyakarta,Email,2024-02,10,1,185.01,0.1,19.55,9.46,185.01
Yogyakarta,Email,2024-03,11,1,180.45,0.0909,13.82,13.06,180.45
Yogyakarta,Email,2024-04,14,2,370.77,0.1429,39.42,9.41,185.38
Yogyakarta,Email,2024-05,12,2,362.24,0.1667,26.89,13.47,181.12
Yogyakarta,Email,2024-06,13,2,353.9,0.1538,22.7,15.59,176.95
Yogyakarta,Email,2024-07,13,2,361.6,0.1538,21.55,16.78,180.8
Yogyakarta,Email,2024-08,14,2,345.51,0.1429,33.48,10.32,172.75
Yogyakarta,Email,2024-09,14,2,338.77,0.1429,26.74,12.67,169.38
Yogyakarta,Email,2024-10,15,2,364.25,0.1333,18.34,19.86,182.12
Yogyakarta,Email,2024-11,15,2,351.34,0.1333,40.56,8.66,175.67
Yogyakarta,Email,2024-12,20,3,515.98,0.15,60.61,8.51,171.99
Yogyakarta,Direct,2024-01,9,1,149.79,0.1111,13.51,11.09,149.79
Yogyakarta,Direct,2024-02,9,1,163.03,0.1111,18.57,8.78,163.03
Yogyakarta,Direct,2024-03,9,1,151.14,0.1111,17.29,8.74,151.14
Yogyakarta,Direct,2024-04,11,1,156.13,0.0909,18.04,8.65,156.13
Yogyakarta,Direct,2024-05,11,1,162.09,0.0909,8.21,19.74,162.09
Yogyakarta,Direct,2024-06,11,1,163.75,0.0909,11.45,14.3,163.75
Yogyakarta,Direct,2024-07,12,1,156.11,0.0833,18.06,8.64,156.11
Yogyakarta,Direct,2024-08,12,1,151.41,0.0833,8.76,17.28,151.41
Yogyakarta,Direct,2024-09,10,1,152.41,0.1,9.61,15.86,152.41
Yogyakarta,Direct,2024-10,12,1,157.26,0.0833,16.2,9.71,157.26
Yogyakarta,Direct,2024-11,11,1,162.41,0.0909,17.52,9.27,162.41
Yogyakarta,Direct,2024-12,15,1,158.85,0.0667,10.0,15.88,158.85
Yogyakarta,Referral,2024-01,7,1,146.76,0.1429,9.76,15.04,146.76
Yogyakarta,Referral,2024-02,7,1,147.38,0.1429,14.83,9.94,147.38
Yogyakarta,Referral,2024-03,7,1,153.25,0.1429,8.33,18.4,153.25
Yogyakarta,Referral,2024-04,7,1,148.93,0.1429,12.69,11.74,148.93
Yogyakarta,Referral,2024-05,9,1,147.51,0.1111,8.59,17.17,147.51
Yogyakarta,Referral,2024-06,9,1,152.08,0.1111,9.94,15.3,152.08
Yogyakarta,Referral,2024-07,7,1,154.08,0.1429,14.24,10.82,154.08
Yogyakarta,Referral,2024-08,8,1,149.92,0.125,13.14,11.41,149.92
Yogyakarta,Referral,2024-09,9,1,146.56,0.1111,15.07,9.73,146.56
Yogyakarta,Referral,2024-10,10,1,149.56,0.1,14.85,10.07,149.56
Yogyakarta,Referral,2024-11,8,1,143.77,0.125,12.7,11.32,143.77
Yogyakarta,Referral,2024-12,11,1,145.09,0.0909,10.59,13.7,145.09
Makassar,Organic,2024-01,14,1,207.55,0.0714,11.7,17.74,207.55
Makassar,Organic,2024-02,14,1,204.88,0.0714,17.6,11.64,204.88
Makassar,Organic,2024-03,16,1,205.06,0.0625,21.84,9.39,205.06
Makassar,Organic,2024-04,17,2,424.7,0.1176,43.41,9.78,212.35
Makassar,Organic,2024-05,17,2,405.27,0.1176,22.07,18.36,202.63
Makassar,Organic,2024-06,19,2,393.93,0.1053,45.45,8.67,196.97
Makassar,Organic,2024-07,16,2,422.74,0.125,43.8,9.65,211.37
Makassar,Organic,2024-08,20,2,408.39,0.1,48.8,8.37,204.19
Makassar,Organic,2024-09,18,2,428.41,0.1111,32.69,13.11,214.21
Makassar,Organic,2024-10,20,2,413.29,0.1,39.57,10.44,206.65
Makassar,Organic,2024-11,19,2,413.2,0.1053,35.96,11.49,206.6
Makassar,Organic,2024-12,26,2,391.23,0.0769,20.18,19.39,195.62
Makassar,Paid Search,2024-01,14,2,394.72,0.1429,112.84,3.5,197.36
Makassar,Paid Search,2024-02,12,1,192.32,0.0833,56.73,3.39,192.32
Makassar,Paid Search,2024-03,15,2,405.64,0.1333,102.85,3.94,202.82
Makassar,Paid Search,2024-04,16,2,374.41,0.125,88.54,4.23,187.21
Makassar,Paid Search,2024-05,14,1,198.66,0.0714,54.88,3.62,198.66
Makassar,Paid Search,2024-06,14,2,389.62,0.1429,93.02,4.19,194.81
Makassar,Paid Search,2024-07,15,2,376.01,0.1333,97.88,3.84,188.0
Makassar,Paid Search,2024-08,15,2,402.58,0.1333,98.84,4.07,201.29
Makassar,Paid Search,2024-09,17,2,386.41,0.1176,94.34,4.1,193.21
Makassar,Paid Search,2024-10,16,2,382.49,0.125,93.34,4.1,191.25
Makassar,Paid Search,2024-11,16,2,408.41,0.125,119.63,3.41,204.21
Makassar,Paid Search,2024-12,23,3,589.94,0.1304,175.67,3.36,196.65
Makassar,Social Media,2024-01,13,2,438.12,0.1538,110.98,3.95,219.06
Makassar,Social Media,2024-02,11,1,228.78,0.0909,59.0,3.88,228.78
Makassar,Social Media,2024-03,15,2,455.47,0.1333,129.56,3.52,227.74
Makassar,Social Media,2024-04,16,2,467.08,0.125,123.58,3.78,233.54
Makassar,Social Media,2024-05,13,2,432.97,0.1538,117.65,3.68,216.49
Makassar,Social Media,2024-06,16,2,428.03,0.125,118.98,3.6,214.01
Makassar,Social Media,2024-07,14,2,453.96,0.1429,121.77,3.73,226.98
Makassar,Social Media,2024-08,17,2,457.89,0.1176,127.27,3.6,228.94
Makassar,Social Media,2024-09,16,2,462.7,0.125,114.12,4.05,231.35
Makassar,Social Media,2024-10,18,2,465.72,0.1111,138.3,3.37,232.86
Makassar,Social Media,2024-11,16,2,445.27,0.125,106.6,4.18,222.63
Makassar,Social Media,2024-12,22,3,697.1,0.1364,184.15,3.79,232.37
Makassar,Email,2024-01,11,1,213.25,0.0909,14.57,14.64,213.25
Makassar,Email,2024-02,10,1,207.61,0.1,24.64,8.43,207.61
Makassar,Email,2024-03,12,1,225.26,0.0833,17.11,13.17,225.26
Makassar,Email,2024-04,12,1,210.27,0.0833,12.66,16.61,210.27
Makassar,Email,2024-05,11,1,218.01,0.0909,17.27,12.62,218.01
Makassar,Email,2024-06,12,1,213.7,0.0833,23.15,9.23,213.7
Makassar,Email,2024-07,13,1,220.29,0.0769,14.98,14.71,220.29
Makassar,Email,2024-08,14,2,438.72,0.1429,37.0,11.86,219.36
Makassar,Email,2024-09,12,1,209.14,0.0833,21.0,9.96,209.14
Makassar,Email,2024-10,14,2,434.41,0.1429,41.24,10.53,217.21
Makassar,Email,2024-11,13,1,223.79,0.0769,26.0,8.61,223.79
Makassar,Email,2024-12,19,2,428.8,0.1053,46.73,9.18,214.4
Makassar,Direct,2024-01,9,1,194.1,0.1111,14.78,13.13,194.1
Makassar,Direct,2024-02,9,1,196.25,0.1111,16.45,11.93,196.25
Makassar,Direct,2024-03,9,1,194.99,0.1111,9.91,19.68,194.99
Makassar,Direct,2024-04,10,1,203.25,0.1,10.41,19.52,203.25
Makassar,Direct,2024-05,11,1,199.93,0.0909,22.73,8.8,199.93
Makassar,Direct,2024-06,9,1,187.18,0.1111,11.87,15.77,187.18
Makassar,Direct,2024-07,11,1,189.48,0.0909,14.74,12.85,189.48
Makassar,Direct,2024-08,10,1,195.25,0.1,23.3,8.38,195.25
Makassar,Direct,2024-09,10,1,200.74,0.1,19.22,10.44,200.74
Makassar,Direct,2024-10,12,1,186.1,0.0833,14.25,13.06,186.1
Makassar,Direct,2024-11,12,1,184.47,0.0833,11.44,16.12,184.47
Makassar,Direct,2024-12,15,1,199.51,0.0667,17.88,11.16,199.51
Makassar,Referral,2024-01,6,1,209.63,0.1667,13.58,15.44,209.63
Makassar,Referral,2024-02,7,1,219.14,0.1429,11.67,18.78,219.14
Makassar,Referral,2024-03,7,1,228.45,0.1429,20.43,11.18,228.45
Makassar,Referral,2024-04,7,1,215.6,0.1429,25.29,8.53,215.6
Makassar,Referral,2024-05,8,1,224.35,0.125,17.47,12.84,224.35
Makassar,Referral,2024-06,7,1,213.98,0.1429,23.2,9.22,213.98
Makassar,Referral,2024-07,8,1,215.98,0.125,22.22,9.72,215.98
Makassar,Referral,2024-08,7,1,224.6,0.1429,19.1,11.76,224.6
Makassar,Referral,2024-09,9,1,218.29,0.1111,23.73,9.2,218.29
Makassar,Referral,2024-10,8,1,229.67,0.125,17.86,12.86,229.67
Makassar,Referral,2024-11,10,1,214.7,0.1,25.65,8.37,214.7
Makassar,Referral,2024-12,11,1,229.37,0.0909,18.4,12.47,229.37
Semarang,Organic,2024-01,18,2,519.92,0.1111,55.04,9.45,259.96
Semarang,Organic,2024-02,18,2,496.06,0.1111,49.52,10.02,248.03
Semarang,Organic,2024-03,20,2,504.41,0.1,28.98,17.41,252.21
Semarang,Organic,2024-04,17,2,506.63,0.1176,34.9,14.52,253.31
Semarang,Organic,2024-05,18,2,511.2,0.1111,45.41,11.26,255.6
Semarang,Organic,2024-06,20,2,506.32,0.1,28.61,17.7,253.16
Semarang,Organic,2024-07,21,2,507.93,0.0952,35.77,14.2,253.97
Semarang,Organic,2024-08,21,2,534.44,0.0952,60.59,8.82,267.22
Semarang,Organic,2024-09,24,3,745.27,0.125,57.13,13.05,248.42
Semarang,Organic,2024-10,21,2,513.47,0.0952,27.95,18.37,256.74
Semarang,Organic,2024-11,23,2,513.02,0.087,28.41,18.06,256.51
Semarang,Organic,2024-12,27,3,780.38,0.1111,71.46,10.92,260.13
Semarang,Paid Search,2024-01,15,2,486.7,0.1333,120.01,4.06,243.35
Semarang,Paid Search,2024-02,16,2,457.86,0.125,112.99,4.05,228.93
Semarang,Paid Search,2024-03,19,3,731.83,0.1579,168.97,4.33,243.94
Semarang,Paid Search,2024-04,17,3,677.8,0.1765,166.15,4.08,225.93
Semarang,Paid Search,2024-05,20,3,684.13,0.15,188.54,3.63,228.04
Semarang,Paid Search,2024-06,19,3,680.7,0.1579,170.23,4.0,226.9
Semarang,Paid Search,2024-07,20,3,671.72,0.15,178.08,3.77,223.91
Semarang,Paid Search,2024-08,20,3,711.39,0.15,187.81,3.79,237.13
Semarang,Paid Search,2024-09,22,3,713.26,0.1364,181.94,3.92,237.75
Semarang,Paid Search,2024-10,20,3,720.98,0.15,204.51,3.53,240.33
Semarang,Paid Search,2024-11,21,3,708.01,0.1429,169.47,4.18,236.0
Semarang,Paid Search,2024-12,27,4,958.53,0.1481,216.55,4.43,239.63
Semarang,Social Media,2024-01,15,2,545.04,0.1333,160.04,3.41,272.52
Semarang,Social Media,2024-02,15,2,560.51,0.1333,139.43,4.02,280.25
Semarang,Social Media,2024-03,18,2,552.2,0.1111,125.24,4.41,276.1
Semarang,Social Media,2024-04,18,2,536.78,0.1111,145.88,3.68,268.39
Semarang,Social Media,2024-05,15,2,554.34,0.1333,139.68,3.97,277.17
Semarang,Social Media,2024-06,19,2,540.89,0.1053,119.45,4.53,270.44
Semarang,Social Media,2024-07,17,2,545.7,0.1176,145.4,3.75,272.85
Semarang,Social Media,2024-08,19,2,538.75,0.1053,151.81,3.55,269.38
Semarang,Social Media,2024-09,19,2,536.23,0.1053,119.02,4.51,268.12
Semarang,Social Media,2024-10,18,2,569.83,0.1111,130.65,4.36,284.92
Semarang,Social Media,2024-11,23,2,534.43,0.087,137.04,3.9,267.21
Semarang,Social Media,2024-12,23,3,815.07,0.1304,207.89,3.92,271.69
Semarang,Email,2024-01,12,2,531.51,0.1667,30.86,17.22,265.75
Semarang,Email,2024-02,13,2,524.65,0.1538,32.27,16.26,262.32
Semarang,Email,2024-03,15,2,498.74,0.1333,30.53,16.34,249.37
Semarang,Email,2024-04,14,3,752.54,0.2143,58.96,12.76,250.85
Semarang,Email,2024-05,13,2,512.02,0.1538,26.65,19.21,256.01
Semarang,Email,2024-06,15,2,520.27,0.1333,40.17,12.95,260.13
Semarang,Email,2024-07,16,3,792.79,0.1875,84.52,9.38,264.26
Semarang,Email,2024-08,14,2,534.7,0.1429,33.73,15.85,267.35
Semarang,Email,2024-09,15,3,754.9,0.2,83.33,9.06,251.63
Semarang,Email,2024-10,17,3,780.78,0.1765,72.45,10.78,260.26
Semarang,Email,2024-11,18,3,800.0,0.1667,74.57,10.73,266.67
Semarang,Email,2024-12,23,4,1010.15,0.1739,93.96,10.75,252.54
Semarang,Direct,2024-01,10,1,222.98,0.1,14.01,15.92,222.98
Semarang,Direct,2024-02,10,1,225.54,0.1,13.45,16.77,225.54
Semarang,Direct,2024-03,11,1,230.49,0.0909,22.71,10.15,230.49
Semarang,Direct,2024-04,12,1,228.65,0.0833,19.27,11.87,228.65
Semarang,Direct,2024-05,11,1,226.29,0.0909,12.16,18.61,226.29
Semarang,Direct,2024-06,12,1,219.14,0.0833,23.46,9.34,219.14
Semarang,Direct,2024-07,14,1,227.29,0.0714,22.26,10.21,227.29
Semarang,Direct,2024-08,12,1,227.15,0.0833,12.67,17.93,227.15
Semarang,Direct,2024-09,11,1,222.68,0.0909,15.42,14.44,222.68
Semarang,Direct,2024-10,13,1,226.43,0.0769,23.09,9.81,226.43
Semarang,Direct,2024-11,15,1,218.61,0.0667,12.68,17.24,218.61
Semarang,Direct,2024-12,18,2,448.75,0.1111,48.28,9.29,224.38
Semarang,Referral,2024-01,8,1,236.3,0.125,13.51,17.49,236.3
Semarang,Referral,2024-02,8,1,220.71,0.125,26.47,8.34,220.71
Semarang,Referral,2024-03,9,1,232.4,0.1111,18.76,12.39,232.4
Semarang,Referral,2024-04,10,1,219.34,0.1,23.41,9.37,219.34
Semarang,Referral,2024-05,9,1,230.01,0.1111,21.69,10.6,230.01
Semarang,Referral,2024-06,9,1,218.66,0.1111,14.1,15.51,218.66
Semarang,Referral,2024-07,9,1,220.33,0.1111,19.33,11.4,220.33
Semarang,Referral,2024-08,9,1,220.52,0.1111,15.15,14.56,220.52
Semarang,Referral,2024-09,11,1,229.3,0.0909,12.99,17.65,229.3
Semarang,Referral,2024-10,11,1,234.7,0.0909,28.04,8.37,234.7
Semarang,Referral,2024-11,12,1,233.51,0.0833,15.76,14.82,233.51
Semarang,Referral,2024-12,14,2,462.31,0.1429,45.0,10.27,231.16
Depok,Organic,2024-01,26,3,765.74,0.1154,62.51,12.25,255.25
Depok,Organic,2024-02,25,3,740.94,0.12,63.79,11.62,246.98
Depok,Organic,2024-03,26,3,762.26,0.1154,88.82,8.58,254.09
Depok,Organic,2024-04,27,3,793.54,0.1111,80.38,9.87,264.51
Depok,Organic,2024-05,30,3,785.05,0.1,58.94,13.32,261.68
Depok,Organic,2024-06,27,3,750.57,0.1111,60.1,12.49,250.19
Depok,Organic,2024-07,28,3,797.73,0.1071,58.75,13.58,265.91
Depok,Organic,2024-08,31,3,771.24,0.0968,57.12,13.5,257.08
Depok,Organic,2024-09,33,3,741.44,0.0909,77.76,9.53,247.15
Depok,Organic,2024-10,32,3,799.99,0.0938,64.71,12.36,266.66
Depok,Organic,2024-11,30,3,749.38,0.1,73.59,10.18,249.79
Depok,Organic,2024-12,38,4,994.7,0.1053,114.68,8.67,248.68
Depok,Paid Search,2024-01,24,3,729.55,0.125,213.25,3.42,243.18
Depok,Paid Search,2024-02,20,3,724.64,0.15,199.97,3.62,241.55
Depok,Paid Search,2024-03,23,3,754.07,0.1304,165.96,4.54,251.36
Depok,Paid Search,2024-04,25,3,718.78,0.12,197.23,3.64,239.59
Depok,Paid Search,2024-05,23,4,1016.6,0.1739,304.02,3.34,254.15
Depok,Paid Search,2024-06,26,4,943.07,0.1538,236.38,3.99,235.77
Depok,Paid Search,2024-07,29,4,966.97,0.1379,280.88,3.44,241.74
Depok,Paid Search,2024-08,25,4,1010.3,0.16,233.03,4.34,252.57
Depok,Paid Search,2024-09,32,4,988.36,0.125,218.11,4.53,247.09
Depok,Paid Search,2024-10,31,5,1259.09,0.1613,340.26,3.7,251.82
Depok,Paid Search,2024-11,29,4,1003.74,0.1379,289.88,3.46,250.94
Depok,Paid Search,2024-12,34,5,1262.79,0.1471,337.37,3.74,252.56
Depok,Social Media,2024-01,25,3,728.82,0.12,176.49,4.13,242.94
Depok,Social Media,2024-02,19,2,509.07,0.1053,136.74,3.72,254.53
Depok,Social Media,2024-03,25,3,782.35,0.12,213.33,3.67,260.78
Depok,Social Media,2024-04,23,3,756.77,0.1304,211.77,3.57,252.26
Depok,Social Media,2024-05,24,3,786.13,0.125,232.99,3.37,262.04
Depok,Social Media,2024-06,26,3,756.02,0.1154,202.25,3.74,252.01
Depok,Social Media,2024-07,26,3,792.86,0.1154,233.67,3.39,264.29
Depok,Social Media,2024-08,24,3,761.22,0.125,189.72,4.01,253.74
Depok,Social Media,2024-09,28,4,1053.88,0.1429,296.8,3.55,263.47
Depok,Social Media,2024-10,25,3,738.07,0.12,164.73,4.48,246.02
Depok,Social Media,2024-11,27,4,1008.73,0.1481,272.65,3.7,252.18
Depok,Social Media,2024-12,36,4,1028.41,0.1111,233.03,4.41,257.1
Depok,Email,2024-01,19,3,764.84,0.1579,65.62,11.66,254.95
Depok,Email,2024-02,16,2,521.66,0.125,40.35,12.93,260.83
Depok,Email,2024-03,21,3,793.78,0.1429,43.36,18.31,264.59
Depok,Email,2024-04,21,3,806.67,0.1429,43.6,18.5,268.89
Depok,Email,2024-05,19,3,776.02,0.1579,71.87,10.8,258.67
Depok,Email,2024-06,21,3,798.42,0.1429,46.6,17.13,266.14
Depok,Email,2024-07,23,3,753.45,0.1304,87.94,8.57,251.15
Depok,Email,2024-08,22,3,796.87,0.1364,49.16,16.21,265.62
Depok,Email,2024-09,21,3,761.63,0.1429,85.34,8.92,253.88
Depok,Email,2024-10,25,3,803.6,0.12,55.48,14.48,267.87
Depok,Email,2024-11,22,3,785.64,0.1364,43.52,18.05,261.88
Depok,Email,2024-12,30,4,1039.51,0.1333,93.23,11.15,259.88
Depok,Direct,2024-01,14,1,253.03,0.0714,25.45,9.94,253.03
Depok,Direct,2024-02,13,1,239.72,0.0769,26.47,9.06,239.72
Depok,Direct,2024-03,15,1,248.23,0.0667,15.02,16.53,248.23
Depok,Direct,2024-04,18,2,505.0,0.1111,57.56,8.77,252.5
Depok,Direct,2024-05,18,2,493.39,0.1111,39.05,12.63,246.69
Depok,Direct,2024-06,18,1,240.57,0.0556,18.31,13.14,240.57
Depok,Direct,2024-07,18,2,486.24,0.1111,51.69,9.41,243.12
Depok,Direct,2024-08,20,2,480.69,0.1,39.68,12.11,240.34
Depok,Direct,2024-09,17,2,493.67,0.1176,43.8,11.27,246.84
Depok,Direct,2024-10,17,1,252.78,0.0588,18.02,14.03,252.78
Depok,Direct,2024-11,21,2,506.95,0.0952,42.86,11.83,253.47
Depok,Direct,2024-12,27,2,522.46,0.0741,53.94,9.69,261.23
Depok,Referral,2024-01,10,1,238.31,0.1,17.69,13.47,238.31
Depok,Referral,2024-02,12,1,255.89,0.0833,12.82,19.96,255.89
Depok,Referral,2024-03,13,2,500.82,0.1538,28.69,17.46,250.41
Depok,Referral,2024-04,13,1,244.65,0.0769,13.26,18.45,244.65
Depok,Referral,2024-05,15,2,469.77,0.1333,53.78,8.74,234.88
Depok,Referral,2024-06,15,2,499.53,0.1333,38.0,13.15,249.76
Depok,Referral,2024-07,15,2,469.89,0.1333,27.89,16.85,234.94
Depok,Referral,2024-08,15,2,493.02,0.1333,39.66,12.43,246.51
Depok,Referral,2024-09,16,2,477.99,0.125,34.44,13.88,239.0
Depok,Referral,2024-10,16,2,501.22,0.125,36.22,13.84,250.61
Depok,Referral,2024-11,15,2,475.14,0.1333,49.7,9.56,237.57
Depok,Referral,2024-12,20,2,473.26,0.1,39.1,12.1,236.63
Tangerang,Organic,2024-01,26,3,777.33,0.1154,55.64,13.97,259.11
Tangerang,Organic,2024-02,23,2,515.55,0.087,50.54,10.2,257.77
Tangerang,Organic,2024-03,30,3,763.94,0.1,82.9,9.22,254.65
Tangerang,Organic,2024-04,27,2,520.39,0.0741,38.98,13.35,260.19
Tangerang,Organic,2024-05,29,3,781.54,0.1034,93.27,8.38,260.51
Tangerang,Organic,2024-06,26,3,796.92,0.1154,81.58,9.77,265.64
Tangerang,Organic,2024-07,29,3,825.08,0.1034,49.33,16.73,275.03
Tangerang,Organic,2024-08,27,3,839.38,0.1111,49.65,16.91,279.79
Tangerang,Organic,2024-09,34,3,811.18,0.0882,77.17,10.51,270.39
Tangerang,Organic,2024-10,34,3,825.79,0.0882,42.55,19.41,275.26
Tangerang,Organic,2024-11,31,3,796.21,0.0968,46.99,16.94,265.4
Tangerang,Organic,2024-12,46,5,1312.09,0.1087,69.53,18.87,262.42
Tangerang,Paid Search,2024-01,21,3,835.68,0.1429,210.26,3.97,278.56
Tangerang,Paid Search,2024-02,20,3,783.14,0.15,185.74,4.22,261.05
Tangerang,Paid Search,2024-03,23,3,840.68,0.1304,187.28,4.49,280.23
Tangerang,Paid Search,2024-04,26,4,1057.39,0.1538,267.48,3.95,264.35
Tangerang,Paid Search,2024-05,27,4,1055.74,0.1481,243.85,4.33,263.94
Tangerang,Paid Search,2024-06,25,4,1082.3,0.16,292.72,3.7,270.57
Tangerang,Paid Search,2024-07,30,5,1415.43,0.1667,399.93,3.54,283.09
Tangerang,Paid Search,2024-08,27,4,1077.86,0.1481,315.83,3.41,269.46
Tangerang,Paid Search,2024-09,28,4,1044.95,0.1429,256.55,4.07,261.24
Tangerang,Paid Search,2024-10,28,4,1109.58,0.1429,249.31,4.45,277.39
Tangerang,Paid Search,2024-11,35,5,1385.4,0.1429,415.58,3.33,277.08
Tangerang,Paid Search,2024-12,43,6,1644.67,0.1395,396.9,4.14,274.11
Tangerang,Social Media,2024-01,24,3,910.69,0.125,216.34,4.21,303.56
Tangerang,Social Media,2024-02,23,3,855.02,0.1304,245.51,3.48,285.01
Tangerang,Social Media,2024-03,26,3,875.64,0.1154,249.12,3.51,291.88
Tangerang,Social Media,2024-04,25,4,1102.25,0.16,304.27,3.62,275.56
Tangerang,Social Media,2024-05,28,4,1164.12,0.1429,273.64,4.25,291.03
Tangerang,Social Media,2024-06,29,4,1155.92,0.1379,282.88,4.09,288.98
Tangerang,Social Media,2024-07,26,3,844.42,0.1154,200.55,4.21,281.47
Tangerang,Social Media,2024-08,27,3,903.88,0.1111,213.42,4.24,301.29
Tangerang,Social Media,2024-09,25,3,903.95,0.12,259.92,3.48,301.32
Tangerang,Social Media,2024-10,27,3,875.13,0.1111,256.74,3.41,291.71
Tangerang,Social Media,2024-11,32,4,1198.55,0.125,355.78,3.37,299.64
Tangerang,Social Media,2024-12,35,5,1430.93,0.1429,326.37,4.38,286.19
Tangerang,Email,2024-01,17,2,545.87,0.1176,57.55,9.49,272.94
Tangerang,Email,2024-02,20,3,758.12,0.15,89.32,8.49,252.71
Tangerang,Email,2024-03,21,3,806.14,0.1429,52.9,15.24,268.71
Tangerang,Email,2024-04,21,3,768.51,0.1429,75.46,10.18,256.17
Tangerang,Email,2024-05,19,3,818.82,0.1579,95.32,8.59,272.94
Tangerang,Email,2024-06,21,3,820.1,0.1429,42.86,19.13,273.37
Tangerang,Email,2024-07,23,4,1093.71,0.1739,71.6,15.28,273.43
Tangerang,Email,2024-08,23,4,1007.32,0.1739,102.92,9.79,251.83
Tangerang,Email,2024-09,21,3,757.62,0.1429,84.83,8.93,252.54
Tangerang,Email,2024-10,22,3,794.55,0.1364,89.04,8.92,264.85
Tangerang,Email,2024-11,25,4,1018.69,0.16,55.77,18.27,254.67
Tangerang,Email,2024-12,29,4,992.75,0.1379,76.46,12.98,248.19
Tangerang,Direct,2024-01,17,2,568.91,0.1176,43.53,13.07,284.45
Tangerang,Direct,2024-02,15,1,284.07,0.0667,31.39,9.05,284.07
Tangerang,Direct,2024-03,17,1,275.05,0.0588,15.17,18.13,275.05
Tangerang,Direct,2024-04,18,1,279.49,0.0556,32.59,8.58,279.49
Tangerang,Direct,2024-05,15,1,281.11,0.0667,28.46,9.88,281.11
Tangerang,Direct,2024-06,18,2,546.14,0.1111,50.02,10.92,273.07
Tangerang,Direct,2024-07,18,2,542.6,0.1111,62.93,8.62,271.3
Tangerang,Direct,2024-08,17,2,549.78,0.1176,31.39,17.51,274.89
