item_id,order_id,customer_id,product_name,category,quantity,unit_price,subtotal,order_date
ITEM0005616,ORD001864,CUST00518,Face Serum,Beauty,2,377.7,755.4,2024-03-03
ITEM0005617,ORD001865,CUST00518,Granola Bar,Food & Drink,3,270.41,811.23,2024-04-29
ITEM0005618,ORD001866,CUST00518,Green Tea,Food & Drink,3,77.03,231.09,2024-02-09
ITEM0005619,ORD001866,CUST00518,Instant Coffee,Food & Drink,3,95.35,286.05,2024-02-09
ITEM0005620,ORD001866,CUST00518,Granola Bar,Food & Drink,1,69.6,69.6,2024-02-09
ITEM0005621,ORD001866,CUST00518,Instant Coffee,Food & Drink,3,73.96,221.88,2024-02-09
ITEM0005622,ORD001867,CUST00518,Smart Watch,Electronics,1,77.55,77.55,2024-07-14
ITEM0005623,ORD001867,CUST00518,Smartphone Case,Electronics,2,88.84,177.68,2024-07-14
ITEM0005624,ORD001867,CUST00518,USB Hub,Electronics,2,79.47,158.94,2024-07-14
ITEM0005625,ORD001867,CUST00518,Power Bank,Electronics,2,102.52,205.04,2024-07-14
ITEM0005626,ORD001868,CUST00518,Self Help Book,Books,1,160.98,160.98,2024-09-06
ITEM0005627,ORD001869,CUST00519,Knee Pad,Sports,2,36.33,72.66,2024-05-18
ITEM0005628,ORD001869,CUST00519,Yoga Mat,Sports,2,36.79,73.58,2024-05-18
ITEM0005629,ORD001869,CUST00519,Water Bottle,Sports,3,42.23,126.69,2024-05-18
ITEM0005630,ORD001869,CUST00519,Resistance Band,Sports,2,38.6,77.2,2024-05-18
ITEM0005631,ORD001870,CUST00519,Green Tea,Food & Drink,3,52.38,157.14,2024-07-09
ITEM0005632,ORD001870,CUST00519,Green Tea,Food & Drink,2,48.84,97.68,2024-07-09
ITEM0005633,ORD001870,CUST00519,Honey,Food & Drink,3,48.27,144.81,2024-07-09
ITEM0005634,ORD001871,CUST00519,Water Bottle,Sports,1,49.88,49.88,2024-03-26
ITEM0005635,ORD001871,CUST00519,Jump Rope,Sports,3,46.3,138.9,2024-03-26
ITEM0005636,ORD001871,CUST00519,Water Bottle,Sports,3,49.79,149.37,2024-03-26
ITEM0005637,ORD001872,CUST00521,Novel,Books,2,44.12,88.24,2024-05-04
ITEM0005638,ORD001872,CUST00521,Finance Guide,Books,1,36.95,36.95,2024-05-04
ITEM0005639,ORD001872,CUST00521,Finance Guide,Books,2,37.48,74.96,2024-05-04
ITEM0005640,ORD001873,CUST00521,Sandals,Apparel,1,62.45,62.45,2024-03-11
ITEM0005641,ORD001874,CUST00522,Jeans,Apparel,2,192.04,384.08,2024-09-01
ITEM0005642,ORD001875,CUST00522,Protein Shaker,Sports,2,82.21,164.42,2024-08-30
ITEM0005643,ORD001875,CUST00522,Knee Pad,Sports,3,94.13,282.39,2024-08-30
ITEM0005644,ORD001875,CUST00522,Knee Pad,Sports,3,82.86,248.58,2024-08-30
ITEM0005645,ORD001875,CUST00522,Protein Shaker,Sports,3,70.04,210.12,2024-08-30
ITEM0005646,ORD001876,CUST00522,Jump Rope,Sports,3,192.55,577.65,2024-06-05
ITEM0005647,ORD001877,CUST00522,Sunscreen SPF50,Beauty,2,91.56,183.12,2024-03-26
ITEM0005648,ORD001877,CUST00522,Face Serum,Beauty,2,77.21,154.42,2024-03-26
ITEM0005649,ORD001878,CUST00522,Face Serum,Beauty,1,42.63,42.63,2024-06-09
ITEM0005650,ORD001878,CUST00522,Eye Cream,Beauty,1,60.12,60.12,2024-06-09
ITEM0005651,ORD001878,CUST00522,Lip Balm,Beauty,1,56.95,56.95,2024-06-09
ITEM0005652,ORD001879,CUST00523,Protein Shaker,Sports,1,23.33,23.33,2024-10-09
ITEM0005653,ORD001879,CUST00523,Knee Pad,Sports,3,27.47,82.41,2024-10-09
ITEM0005654,ORD001880,CUST00524,Smartphone Case,Electronics,1,24.77,24.77,2024-11-05
ITEM0005655,ORD001880,CUST00524,Mouse Pad,Electronics,2,22.13,44.26,2024-11-05
ITEM0005656,ORD001880,CUST00524,Wireless Earbuds,Electronics,1,19.87,19.87,2024-11-05
ITEM0005657,ORD001880,CUST00524,Webcam,Electronics,1,22.14,22.14,2024-11-05
ITEM0005658,ORD001880,CUST00524,Keyboard,Electronics,3,21.02,63.06,2024-11-05
ITEM0005659,ORD001881,CUST00524,USB Hub,Electronics,3,63.83,191.49,2024-03-07
ITEM0005660,ORD001881,CUST00524,Smart Watch,Electronics,3,59.77,179.31,2024-03-07
ITEM0005661,ORD001881,CUST00524,USB Hub,Electronics,2,52.04,104.08,2024-03-07
ITEM0005662,ORD001882,CUST00524,Plant Pot,Home & Garden,3,225.17,675.51,2024-06-26
ITEM0005663,ORD001883,CUST00524,USB Hub,Electronics,1,125.08,125.08,2024-09-11
ITEM0005664,ORD001883,CUST00524,Power Bank,Electronics,3,119.09,357.27,2024-09-11
ITEM0005665,ORD001883,CUST00524,Smart Watch,Electronics,2,105.57,211.14,2024-09-11
ITEM0005666,ORD001884,CUST00524,Rug,Home & Garden,2,112.53,225.06,2024-07-26
ITEM0005667,ORD001884,CUST00524,Plant Pot,Home & Garden,1,85.61,85.61,2024-07-26
ITEM0005668,ORD001884,CUST00524,Cushion Cover,Home & Garden,2,83.53,167.06,2024-07-26
ITEM0005669,ORD001885,CUST00525,Desk Lamp,Home & Garden,2,47.24,94.48,2024-08-12
ITEM0005670,ORD001885,CUST00525,Plant Pot,Home & Garden,3,42.97,128.91,2024-08-12
ITEM0005671,ORD001885,CUST00525,Plant Pot,Home & Garden,3,41.05,123.15,2024-08-12
ITEM0005672,ORD001886,CUST00525,Dress,Apparel,3,34.3,102.9,2024-05-25
ITEM0005673,ORD001886,CUST00525,Batik Shirt,Apparel,3,35.83,107.49,2024-05-25
ITEM0005674,ORD001886,CUST00525,Batik Shirt,Apparel,3,35.88,107.64,2024-05-25
ITEM0005675,ORD001887,CUST00526,Eye Cream,Beauty,2,15.54,31.08,2024-04-17
ITEM0005676,ORD001887,CUST00526,Lip Balm,Beauty,1,21.87,21.87,2024-04-17
ITEM0005677,ORD001887,CUST00526,Sheet Mask,Beauty,1,19.49,19.49,2024-04-17
ITEM0005678,ORD001887,CUST00526,Lip Balm,Beauty,2,18.08,36.16,2024-04-17
ITEM0005679,ORD001888,CUST00526,Sandals,Apparel,1,38.8,38.8,2024-06-24
ITEM0005680,ORD001888,CUST00526,Hoodie,Apparel,3,39.33,117.99,2024-06-24
ITEM0005681,ORD001889,CUST00527,Yoga Mat,Sports,1,212.79,212.79,2024-04-20
ITEM0005682,ORD001889,CUST00527,Protein Shaker,Sports,2,201.89,403.78,2024-04-20
ITEM0005683,ORD001890,CUST00527,Sandals,Apparel,3,171.45,514.35,2024-01-22
ITEM0005684,ORD001890,CUST00527,Batik Shirt,Apparel,3,200.29,600.87,2024-01-22
ITEM0005685,ORD001891,CUST00527,Sheet Mask,Beauty,1,420.13,420.13,2024-04-28
ITEM0005686,ORD001892,CUST00527,Aromatherapy Diffuser,Home & Garden,2,191.98,383.96,2024-11-14
ITEM0005687,ORD001892,CUST00527,Candle Set,Home & Garden,2,203.62,407.24,2024-11-14
ITEM0005688,ORD001892,CUST00527,Wall Art,Home & Garden,3,148.72,446.16,2024-11-14
ITEM0005689,ORD001893,CUST00527,Instant Coffee,Food & Drink,2,79.56,159.12,2024-05-19
ITEM0005690,ORD001893,CUST00527,Granola Bar,Food & Drink,1,107.3,107.3,2024-05-19
ITEM0005691,ORD001893,CUST00527,Protein Powder,Food & Drink,1,97.43,97.43,2024-05-19
ITEM0005692,ORD001893,CUST00527,Instant Coffee,Food & Drink,2,92.29,184.58,2024-05-19
ITEM0005693,ORD001894,CUST00527,Dress,Apparel,1,621.75,621.75,2024-07-29
ITEM0005694,ORD001895,CUST00527,Cap,Apparel,2,84.98,169.96,2024-08-30
ITEM0005695,ORD001895,CUST00527,Sandals,Apparel,1,70.08,70.08,2024-08-30
ITEM0005696,ORD001895,CUST00527,Sandals,Apparel,3,94.2,282.6,2024-08-30
ITEM0005697,ORD001895,CUST00527,Dress,Apparel,1,73.41,73.41,2024-08-30
ITEM0005698,ORD001895,CUST00527,Sneakers,Apparel,1,97.75,97.75,2024-08-30
ITEM0005699,ORD001896,CUST00527,Webcam,Electronics,3,107.44,322.32,2024-08-21
ITEM0005700,ORD001896,CUST00527,Keyboard,Electronics,3,94.07,282.21,2024-08-21
ITEM0005701,ORD001896,CUST00527,Power Bank,Electronics,2,107.48,214.96,2024-08-21
ITEM0005702,ORD001896,CUST00527,Wireless Earbuds,Electronics,3,99.98,299.94,2024-08-21
ITEM0005703,ORD001896,CUST00527,Keyboard,Electronics,1,91.13,91.13,2024-08-21
ITEM0005704,ORD001897,CUST00527,Green Tea,Food & Drink,3,189.66,568.98,2024-08-29
ITEM0005705,ORD001897,CUST00527,Instant Coffee,Food & Drink,1,258.72,258.72,2024-08-29
ITEM0005706,ORD001898,CUST00527,Knee Pad,Sports,1,97.71,97.71,2024-10-24
ITEM0005707,ORD001898,CUST00527,Jump Rope,Sports,2,106.24,212.48,2024-10-24
ITEM0005708,ORD001899,CUST00527,Hoodie,Apparel,3,206.96,620.88,2024-01-16
ITEM0005709,ORD001899,CUST00527,Batik Shirt,Apparel,3,173.7,521.1,2024-01-16
ITEM0005710,ORD001900,CUST00528,Rug,Home & Garden,3,26.22,78.66,2024-06-15
ITEM0005711,ORD001900,CUST00528,Storage Box,Home & Garden,1,21.61,21.61,2024-06-15
ITEM0005712,ORD001900,CUST00528,Candle Set,Home & Garden,3,24.12,72.36,2024-06-15
ITEM0005713,ORD001900,CUST00528,Aromatherapy Diffuser,Home & Garden,3,28.67,86.01,2024-06-15
ITEM0005714,ORD001900,CUST00528,Candle Set,Home & Garden,2,25.06,50.12,2024-06-15
ITEM0005715,ORD001901,CUST00528,Wireless Earbuds,Electronics,1,17.02,17.02,2024-11-08
ITEM0005716,ORD001901,CUST00528,Mouse Pad,Electronics,2,14.47,28.94,2024-11-08
ITEM0005717,ORD001901,CUST00528,Keyboard,Electronics,1,14.26,14.26,2024-11-08
ITEM0005718,ORD001902,CUST00529,Sandals,Apparel,2,139.12,278.24,2024-03-27
ITEM0005719,ORD001902,CUST00529,Hoodie,Apparel,2,173.08,346.16,2024-03-27
ITEM0005720,ORD001903,CUST00529,Keyboard,Electronics,2,41.78,83.56,2024-07-01
ITEM0005721,ORD001903,CUST00529,Power Bank,Electronics,3,40.25,120.75,2024-07-01
ITEM0005722,ORD001903,CUST00529,Smartphone Case,Electronics,3,43.29,129.87,2024-07-01
ITEM0005723,ORD001903,CUST00529,Mouse Pad,Electronics,1,37.4,37.4,2024-07-01
ITEM0005724,ORD001903,CUST00529,Power Bank,Electronics,3,42.08,126.24,2024-07-01
ITEM0005725,ORD001904,CUST00529,Jeans,Apparel,3,49.87,149.61,2024-12-14
ITEM0005726,ORD001904,CUST00529,Jeans,Apparel,1,46.38,46.38,2024-12-14
ITEM0005727,ORD001904,CUST00529,Sandals,Apparel,2,48.9,97.8,2024-12-14
ITEM0005728,ORD001904,CUST00529,Cap,Apparel,1,55.55,55.55,2024-12-14
ITEM0005729,ORD001904,CUST00529,Hoodie,Apparel,2,64.57,129.14,2024-12-14
ITEM0005730,ORD001905,CUST00530,Desk Lamp,Home & Garden,3,12.09,36.27,2024-05-12
ITEM0005731,ORD001905,CUST00530,Rug,Home & Garden,2,9.88,19.76,2024-05-12
ITEM0005732,ORD001905,CUST00530,Desk Lamp,Home & Garden,3,10.4,31.2,2024-05-12
ITEM0005733,ORD001905,CUST00530,Desk Lamp,Home & Garden,3,9.27,27.81,2024-05-12
ITEM0005734,ORD001905,CUST00530,Desk Lamp,Home & Garden,3,11.43,34.29,2024-05-12
ITEM0005735,ORD001906,CUST00530,Candle Set,Home & Garden,2,11.27,22.54,2024-11-21
ITEM0005736,ORD001906,CUST00530,Aromatherapy Diffuser,Home & Garden,2,12.35,24.7,2024-11-21
ITEM0005737,ORD001906,CUST00530,Rug,Home & Garden,3,13.75,41.25,2024-11-21
ITEM0005738,ORD001906,CUST00530,Wall Art,Home & Garden,3,11.06,33.18,2024-11-21
ITEM0005739,ORD001906,CUST00530,Aromatherapy Diffuser,Home & Garden,1,9.58,9.58,2024-11-21
ITEM0005740,ORD001907,CUST00531,Moisturizer,Beauty,3,97.67,293.01,2024-12-03
ITEM0005741,ORD001908,CUST00531,Desk Lamp,Home & Garden,1,10.32,10.32,2024-03-13
ITEM0005742,ORD001908,CUST00531,Cushion Cover,Home & Garden,3,8.99,26.97,2024-03-13
ITEM0005743,ORD001908,CUST00531,Storage Box,Home & Garden,3,9.95,29.85,2024-03-13
ITEM0005744,ORD001908,CUST00531,Cushion Cover,Home & Garden,3,9.62,28.86,2024-03-13
ITEM0005745,ORD001909,CUST00532,Knee Pad,Sports,2,20.93,41.86,2024-07-21
ITEM0005746,ORD001909,CUST00532,Resistance Band,Sports,1,28.86,28.86,2024-07-21
ITEM0005747,ORD001909,CUST00532,Resistance Band,Sports,3,29.18,87.54,2024-07-21
ITEM0005748,ORD001909,CUST00532,Protein Shaker,Sports,3,30.01,90.03,2024-07-21
ITEM0005749,ORD001909,CUST00532,Yoga Mat,Sports,1,27.48,27.48,2024-07-21
ITEM0005750,ORD001910,CUST00532,Body Lotion,Beauty,3,84.61,253.83,2024-01-16
ITEM0005751,ORD001911,CUST00532,Water Bottle,Sports,2,45.22,90.44,2024-05-17
ITEM0005752,ORD001911,CUST00532,Water Bottle,Sports,2,43.25,86.5,2024-05-17
ITEM0005753,ORD001912,CUST00533,Business Book,Books,3,157.1,471.3,2024-05-01
ITEM0005754,ORD001913,CUST00533,Face Serum,Beauty,3,49.93,149.79,2024-05-09
ITEM0005755,ORD001913,CUST00533,Body Lotion,Beauty,2,33.48,66.96,2024-05-09
ITEM0005756,ORD001913,CUST00533,Toner,Beauty,1,46.36,46.36,2024-05-09
ITEM0005757,ORD001913,CUST00533,Face Serum,Beauty,3,46.5,139.5,2024-05-09
ITEM0005758,ORD001914,CUST00534,USB Hub,Electronics,2,133.44,266.88,2024-06-23
ITEM0005759,ORD001914,CUST00534,Smartphone Case,Electronics,2,115.09,230.18,2024-06-23
ITEM0005760,ORD001915,CUST00534,Plant Pot,Home & Garden,1,70.92,70.92,2024-03-09
ITEM0005761,ORD001915,CUST00534,Candle Set,Home & Garden,3,62.14,186.42,2024-03-09
ITEM0005762,ORD001916,CUST00534,Cap,Apparel,3,51.02,153.06,2024-01-28
ITEM0005763,ORD001916,CUST00534,Dress,Apparel,1,53.03,53.03,2024-01-28
ITEM0005764,ORD001916,CUST00534,Cap,Apparel,3,51.24,153.72,2024-01-28
ITEM0005765,ORD001916,CUST00534,Casual Tee,Apparel,2,46.78,93.56,2024-01-28
ITEM0005766,ORD001917,CUST00534,Chili Sauce,Food & Drink,2,109.72,219.44,2024-07-30
ITEM0005767,ORD001917,CUST00534,Honey,Food & Drink,3,130.68,392.04,2024-07-30
ITEM0005768,ORD001918,CUST00535,Smart Watch,Electronics,2,6.53,13.06,2024-12-14
ITEM0005769,ORD001918,CUST00535,Mouse Pad,Electronics,1,7.56,7.56,2024-12-14
ITEM0005770,ORD001918,CUST00535,USB Hub,Electronics,2,8.2,16.4,2024-12-14
ITEM0005771,ORD001918,CUST00535,Smartphone Case,Electronics,1,6.61,6.61,2024-12-14
ITEM0005772,ORD001918,CUST00535,Power Bank,Electronics,1,8.12,8.12,2024-12-14
ITEM0005773,ORD001919,CUST00535,Instant Coffee,Food & Drink,3,5.55,16.65,2024-10-29
ITEM0005774,ORD001919,CUST00535,Coconut Oil,Food & Drink,1,4.36,4.36,2024-10-29
ITEM0005775,ORD001919,CUST00535,Green Tea,Food & Drink,1,4.74,4.74,2024-10-29
ITEM0005776,ORD001919,CUST00535,Honey,Food & Drink,1,5.14,5.14,2024-10-29
ITEM0005777,ORD001919,CUST00535,Honey,Food & Drink,3,4.32,12.96,2024-10-29
ITEM0005778,ORD001920,CUST00536,Desk Lamp,Home & Garden,2,46.03,92.06,2024-06-09
ITEM0005779,ORD001921,CUST00536,Protein Powder,Food & Drink,3,165.23,495.69,2024-04-25
ITEM0005780,ORD001922,CUST00537,Face Serum,Beauty,1,50.08,50.08,2024-05-13
ITEM0005781,ORD001922,CUST00537,Lip Balm,Beauty,2,60.37,120.74,2024-05-13
ITEM0005782,ORD001922,CUST00537,Sunscreen SPF50,Beauty,3,57.64,172.92,2024-05-13
ITEM0005783,ORD001922,CUST00537,Lip Balm,Beauty,2,63.0,126.0,2024-05-13
ITEM0005784,ORD001922,CUST00537,Toner,Beauty,3,63.51,190.53,2024-05-13
ITEM0005785,ORD001923,CUST00537,Hoodie,Apparel,1,81.58,81.58,2024-01-22
ITEM0005786,ORD001923,CUST00537,Casual Tee,Apparel,3,90.12,270.36,2024-01-22
ITEM0005787,ORD001923,CUST00537,Casual Tee,Apparel,3,81.26,243.78,2024-01-22
ITEM0005788,ORD001924,CUST00537,Plant Pot,Home & Garden,3,41.12,123.36,2024-05-30
ITEM0005789,ORD001924,CUST00537,Candle Set,Home & Garden,1,37.69,37.69,2024-05-30
ITEM0005790,ORD001924,CUST00537,Candle Set,Home & Garden,1,47.38,47.38,2024-05-30
ITEM0005791,ORD001925,CUST00537,Aromatherapy Diffuser,Home & Garden,1,141.17,141.17,2024-07-16
ITEM0005792,ORD001926,CUST00538,Mouse Pad,Electronics,1,134.9,134.9,2024-09-04
ITEM0005793,ORD001926,CUST00538,USB Hub,Electronics,3,174.68,524.04,2024-09-04
ITEM0005794,ORD001926,CUST00538,Keyboard,Electronics,1,165.24,165.24,2024-09-04
ITEM0005795,ORD001927,CUST00538,Moisturizer,Beauty,3,343.09,1029.27,2024-10-31
ITEM0005796,ORD001928,CUST00538,Keyboard,Electronics,3,96.16,288.48,2024-02-24
ITEM0005797,ORD001928,CUST00538,USB Hub,Electronics,3,88.54,265.62,2024-02-24
ITEM0005798,ORD001928,CUST00538,Smartphone Case,Electronics,1,113.27,113.27,2024-02-24
ITEM0005799,ORD001928,CUST00538,Webcam,Electronics,3,110.61,331.83,2024-02-24
ITEM0005800,ORD001928,CUST00538,Smartphone Case,Electronics,2,88.1,176.2,2024-02-24
ITEM0005801,ORD001929,CUST00538,Storage Box,Home & Garden,3,67.17,201.51,2024-01-01
ITEM0005802,ORD001929,CUST00538,Rug,Home & Garden,1,66.95,66.95,2024-01-01
ITEM0005803,ORD001929,CUST00538,Rug,Home & Garden,1,85.56,85.56,2024-01-01
ITEM0005804,ORD001929,CUST00538,Rug,Home & Garden,2,68.6,137.2,2024-01-01
ITEM0005805,ORD001930,CUST00538,Wall Art,Home & Garden,3,228.47,685.41,2024-01-30
ITEM0005806,ORD001930,CUST00538,Aromatherapy Diffuser,Home & Garden,2,182.33,364.66,2024-01-30
ITEM0005807,ORD001931,CUST00538,Hoodie,Apparel,1,128.29,128.29,2024-06-13
ITEM0005808,ORD001931,CUST00538,Sandals,Apparel,2,149.97,299.94,2024-06-13
ITEM0005809,ORD001932,CUST00538,Dress,Apparel,3,61.39,184.17,2024-12-24
ITEM0005810,ORD001932,CUST00538,Cap,Apparel,2,56.0,112.0,2024-12-24
ITEM0005811,ORD001932,CUST00538,Jeans,Apparel,3,73.05,219.15,2024-12-24
ITEM0005812,ORD001932,CUST00538,Sandals,Apparel,1,58.17,58.17,2024-12-24
ITEM0005813,ORD001932,CUST00538,Hoodie,Apparel,1,62.0,62.0,2024-12-24
ITEM0005814,ORD001933,CUST00538,Smart Watch,Electronics,2,315.2,630.4,2024-09-14
ITEM0005815,ORD001934,CUST00538,Honey,Food & Drink,1,98.33,98.33,2024-06-19
ITEM0005816,ORD001934,CUST00538,Granola Bar,Food & Drink,3,112.66,337.98,2024-06-19
ITEM0005817,ORD001934,CUST00538,Protein Powder,Food & Drink,3,91.79,275.37,2024-06-19
ITEM0005818,ORD001935,CUST00538,Sandals,Apparel,2,275.35,550.7,2024-11-06
ITEM0005819,ORD001935,CUST00538,Sneakers,Apparel,1,250.03,250.03,2024-11-06
ITEM0005820,ORD001936,CUST00538,Resistance Band,Sports,2,85.65,171.3,2024-06-02
ITEM0005821,ORD001936,CUST00538,Yoga Mat,Sports,2,89.36,178.72,2024-06-02
ITEM0005822,ORD001936,CUST00538,Protein Shaker,Sports,3,95.27,285.81,2024-06-02
ITEM0005823,ORD001936,CUST00538,Water Bottle,Sports,1,91.7,91.7,2024-06-02
ITEM0005824,ORD001936,CUST00538,Gym Bag,Sports,3,117.2,351.6,2024-06-02
ITEM0005825,ORD001937,CUST00538,Aromatherapy Diffuser,Home & Garden,2,49.32,98.64,2024-01-12
ITEM0005826,ORD001937,CUST00538,Rug,Home & Garden,1,39.04,39.04,2024-01-12
ITEM0005827,ORD001937,CUST00538,Desk Lamp,Home & Garden,2,39.24,78.48,2024-01-12
ITEM0005828,ORD001937,CUST00538,Rug,Home & Garden,1,48.87,48.87,2024-01-12
ITEM0005829,ORD001938,CUST00538,Face Serum,Beauty,3,89.96,269.88,2024-06-13
ITEM0005830,ORD001938,CUST00538,Sunscreen SPF50,Beauty,3,96.57,289.71,2024-06-13
ITEM0005831,ORD001938,CUST00538,Moisturizer,Beauty,2,73.5,147.0,2024-06-13
ITEM0005832,ORD001938,CUST00538,Body Lotion,Beauty,2,99.95,199.9,2024-06-13
ITEM0005833,ORD001938,CUST00538,Sunscreen SPF50,Beauty,1,80.03,80.03,2024-06-13
ITEM0005834,ORD001939,CUST00540,Sunscreen SPF50,Beauty,3,147.29,441.87,2024-02-15
ITEM0005835,ORD001940,CUST00541,Trail Mix,Food & Drink,2,148.3,296.6,2024-08-16
ITEM0005836,ORD001940,CUST00541,Instant Coffee,Food & Drink,3,152.57,457.71,2024-08-16
ITEM0005837,ORD001940,CUST00541,Trail Mix,Food & Drink,2,182.24,364.48,2024-08-16
ITEM0005838,ORD001941,CUST00541,Sneakers,Apparel,2,138.68,277.36,2024-05-29
ITEM0005839,ORD001941,CUST00541,Sandals,Apparel,1,172.54,172.54,2024-05-29
ITEM0005840,ORD001941,CUST00541,Cap,Apparel,3,178.11,534.33,2024-05-29
ITEM0005841,ORD001942,CUST00541,Wireless Earbuds,Electronics,2,470.91,941.82,2024-04-16
ITEM0005842,ORD001943,CUST00541,Smart Watch,Electronics,1,148.98,148.98,2024-07-26
ITEM0005843,ORD001943,CUST00541,Smartphone Case,Electronics,2,198.11,396.22,2024-07-26
ITEM0005844,ORD001943,CUST00541,Smart Watch,Electronics,2,181.57,363.14,2024-07-26
ITEM0005845,ORD001944,CUST00541,Dress,Apparel,3,536.5,1609.5,2024-11-29
ITEM0005846,ORD001945,CUST00541,Keyboard,Electronics,2,101.24,202.48,2024-03-18
ITEM0005847,ORD001945,CUST00541,Power Bank,Electronics,3,82.96,248.88,2024-03-18
ITEM0005848,ORD001945,CUST00541,Keyboard,Electronics,1,78.36,78.36,2024-03-18
ITEM0005849,ORD001945,CUST00541,Smartphone Case,Electronics,2,113.4,226.8,2024-03-18
ITEM0005850,ORD001945,CUST00541,Wireless Earbuds,Electronics,3,79.04,237.12,2024-03-18
ITEM0005851,ORD001946,CUST00541,Eye Cream,Beauty,2,138.28,276.56,2024-02-01
ITEM0005852,ORD001946,CUST00541,Lip Balm,Beauty,1,127.81,127.81,2024-02-01
ITEM0005853,ORD001946,CUST00541,Eye Cream,Beauty,3,128.86,386.58,2024-02-01
ITEM0005854,ORD001946,CUST00541,Moisturizer,Beauty,3,132.99,398.97,2024-02-01
ITEM0005855,ORD001946,CUST00541,Toner,Beauty,2,111.79,223.58,2024-02-01
ITEM0005856,ORD001947,CUST00542,Instant Coffee,Food & Drink,1,19.04,19.04,2024-04-04
ITEM0005857,ORD001947,CUST00542,Chili Sauce,Food & Drink,3,17.8,53.4,2024-04-04
ITEM0005858,ORD001947,CUST00542,Coconut Oil,Food & Drink,3,17.7,53.1,2024-04-04
ITEM0005859,ORD001947,CUST00542,Honey,Food & Drink,1,20.43,20.43,2024-04-04
ITEM0005860,ORD001947,CUST00542,Honey,Food & Drink,3,17.13,51.39,2024-04-04
ITEM0005861,ORD001948,CUST00542,Keyboard,Electronics,1,15.53,15.53,2024-11-25
ITEM0005862,ORD001948,CUST00542,Webcam,Electronics,3,13.81,41.43,2024-11-25
ITEM0005863,ORD001948,CUST00542,Smartphone Case,Electronics,1,15.87,15.87,2024-11-25
ITEM0005864,ORD001949,CUST00543,Batik Shirt,Apparel,2,49.57,99.14,2024-08-15
ITEM0005865,ORD001949,CUST00543,Hoodie,Apparel,1,52.53,52.53,2024-08-15
ITEM0005866,ORD001950,CUST00544,Cap,Apparel,1,52.88,52.88,2024-06-18
ITEM0005867,ORD001951,CUST00544,Gym Bag,Sports,2,7.4,14.8,2024-06-06
ITEM0005868,ORD001951,CUST00544,Knee Pad,Sports,1,9.12,9.12,2024-06-06
ITEM0005869,ORD001951,CUST00544,Water Bottle,Sports,1,9.69,9.69,2024-06-06
ITEM0005870,ORD001951,CUST00544,Knee Pad,Sports,1,6.85,6.85,2024-06-06
ITEM0005871,ORD001951,CUST00544,Yoga Mat,Sports,2,7.59,15.18,2024-06-06
ITEM0005872,ORD001952,CUST00545,Sunscreen SPF50,Beauty,3,72.55,217.65,2024-05-03
ITEM0005873,ORD001952,CUST00545,Lip Balm,Beauty,1,84.22,84.22,2024-05-03
ITEM0005874,ORD001953,CUST00545,Rug,Home & Garden,2,10.93,21.86,2024-03-17
ITEM0005875,ORD001953,CUST00545,Plant Pot,Home & Garden,2,11.61,23.22,2024-03-17
ITEM0005876,ORD001953,CUST00545,Rug,Home & Garden,1,9.43,9.43,2024-03-17
ITEM0005877,ORD001953,CUST00545,Rug,Home & Garden,1,10.25,10.25,2024-03-17
ITEM0005878,ORD001954,CUST00545,Knee Pad,Sports,1,80.27,80.27,2024-12-01
ITEM0005879,ORD001955,CUST00546,Sheet Mask,Beauty,1,52.07,52.07,2024-03-25
ITEM0005880,ORD001956,CUST00546,Sheet Mask,Beauty,3,38.25,114.75,2024-07-07
ITEM0005881,ORD001956,CUST00546,Toner,Beauty,3,26.32,78.96,2024-07-07
ITEM0005882,ORD001956,CUST00546,Toner,Beauty,2,26.86,53.72,2024-07-07
ITEM0005883,ORD001956,CUST00546,Moisturizer,Beauty,2,30.61,61.22,2024-07-07
ITEM0005884,ORD001957,CUST00546,Gym Bag,Sports,2,58.62,117.24,2024-04-10
ITEM0005885,ORD001957,CUST00546,Jump Rope,Sports,3,48.5,145.5,2024-04-10
ITEM0005886,ORD001958,CUST00546,Protein Powder,Food & Drink,1,23.49,23.49,2024-10-25
ITEM0005887,ORD001958,CUST00546,Instant Coffee,Food & Drink,2,29.76,59.52,2024-10-25
ITEM0005888,ORD001958,CUST00546,Protein Powder,Food & Drink,2,24.93,49.86,2024-10-25
ITEM0005889,ORD001958,CUST00546,Green Tea,Food & Drink,2,28.98,57.96,2024-10-25
ITEM0005890,ORD001959,CUST00547,Mouse Pad,Electronics,2,30.11,60.22,2024-06-18
ITEM0005891,ORD001959,CUST00547,Wireless Earbuds,Electronics,3,31.37,94.11,2024-06-18
ITEM0005892,ORD001959,CUST00547,Keyboard,Electronics,2,35.78,71.56,2024-06-18
ITEM0005893,ORD001960,CUST00547,Novel,Books,1,40.13,40.13,2024-11-17
ITEM0005894,ORD001960,CUST00547,Travel Guide,Books,2,31.65,63.3,2024-11-17
ITEM0005895,ORD001961,CUST00548,Toner,Beauty,1,27.6,27.6,2024-03-30
ITEM0005896,ORD001961,CUST00548,Body Lotion,Beauty,2,28.87,57.74,2024-03-30
ITEM0005897,ORD001962,CUST00549,Granola Bar,Food & Drink,2,14.27,28.54,2024-05-30
ITEM0005898,ORD001962,CUST00549,Honey,Food & Drink,3,13.88,41.64,2024-05-30
