city,category,month,revenue,orders,avg_order_value
Makassar,Home & Garden,2024-03,966.17,5,193.23
Makassar,Home & Garden,2024-04,785.95,3,261.98
Makassar,Home & Garden,2024-05,855.55,5,171.11
Makassar,Home & Garden,2024-06,979.45,4,244.86
Makassar,Home & Garden,2024-07,862.36,4,215.59
Makassar,Home & Garden,2024-08,964.49,5,192.9
Makassar,Home & Garden,2024-09,1083.4,6,180.57
Makassar,Home & Garden,2024-10,1150.74,5,230.15
Makassar,Home & Garden,2024-11,1195.82,6,199.3
Makassar,Home & Garden,2024-12,1239.84,6,206.64
Makassar,Beauty,2024-01,736.82,4,184.21
Makassar,Beauty,2024-02,597.44,3,199.15
Makassar,Beauty,2024-03,746.47,4,186.62
Makassar,Beauty,2024-04,672.24,3,224.08
Makassar,Beauty,2024-05,790.82,4,197.71
Makassar,Beauty,2024-06,804.95,4,201.24
Makassar,Beauty,2024-07,808.0,5,161.6
Makassar,Beauty,2024-08,804.85,4,201.21
Makassar,Beauty,2024-09,823.27,3,274.42
Makassar,Beauty,2024-10,948.54,4,237.13
Makassar,Beauty,2024-11,905.26,4,226.31
Makassar,Beauty,2024-12,1224.63,7,174.95
Makassar,Sports,2024-01,631.21,3,210.4
Makassar,Sports,2024-02,574.49,3,191.5
Makassar,Sports,2024-03,722.03,3,240.68
Makassar,Sports,2024-04,742.75,4,185.69
Makassar,Sports,2024-05,792.74,4,198.19
Makassar,Sports,2024-06,873.15,4,218.29
Makassar,Sports,2024-07,792.37,4,198.09
Makassar,Sports,2024-08,713.59,4,178.4
Makassar,Sports,2024-09,840.82,4,210.21
Makassar,Sports,2024-10,889.46,5,177.89
Makassar,Sports,2024-11,917.84,5,183.57
Makassar,Sports,2024-12,1105.8,5,221.16
Makassar,Books,2024-01,523.65,3,174.55
Makassar,Books,2024-02,478.91,2,239.46
Makassar,Books,2024-03,562.85,2,281.43
Makassar,Books,2024-04,562.44,3,187.48
Makassar,Books,2024-05,553.3,3,184.43
Makassar,Books,2024-06,586.0,3,195.33
Makassar,Books,2024-07,604.69,3,201.56
Makassar,Books,2024-08,636.11,3,212.04
Makassar,Books,2024-09,603.74,2,301.87
Makassar,Books,2024-10,634.55,3,211.52
Makassar,Books,2024-11,669.48,3,223.16
Makassar,Books,2024-12,996.71,4,249.18
Makassar,Food & Drink,2024-01,2308.88,10,230.89
Makassar,Food & Drink,2024-02,2337.11,12,194.76
Makassar,Food & Drink,2024-03,2504.55,12,208.71
Makassar,Food & Drink,2024-04,2462.3,11,223.85
Makassar,Food & Drink,2024-05,2307.5,10,230.75
Makassar,Food & Drink,2024-06,2649.05,12,220.75
Makassar,Food & Drink,2024-07,2687.4,14,191.96
Makassar,Food & Drink,2024-08,2656.47,13,204.34
Makassar,Food & Drink,2024-09,3094.9,17,182.05
Makassar,Food & Drink,2024-10,2605.16,15,173.68
Makassar,Food & Drink,2024-11,3356.66,14,239.76
Makassar,Food & Drink,2024-12,3512.23,17,206.6
Semarang,Electronics,2024-01,3185.57,15,212.37
Semarang,Electronics,2024-02,3122.28,13,240.18
Semarang,Electronics,2024-03,3437.72,14,245.55
Semarang,Electronics,2024-04,3567.16,12,297.26
Semarang,Electronics,2024-05,3352.06,15,223.47
Semarang,Electronics,2024-06,3675.7,17,216.22
Semarang,Electronics,2024-07,3347.83,12,278.99
Semarang,Electronics,2024-08,3532.14,14,252.3
Semarang,Electronics,2024-09,3815.08,13,293.47
Semarang,Electronics,2024-10,3532.99,16,220.81
Semarang,Electronics,2024-11,3856.55,17,226.86
Semarang,Electronics,2024-12,4809.77,21,229.04
Semarang,Apparel,2024-01,1909.35,8,238.67
Semarang,Apparel,2024-02,1732.07,6,288.68
Semarang,Apparel,2024-03,1915.28,7,273.61
Semarang,Apparel,2024-04,2251.61,9,250.18
Semarang,Apparel,2024-05,1913.26,10,191.33
Semarang,Apparel,2024-06,2254.71,9,250.52
Semarang,Apparel,2024-07,2413.59,9,268.18
Semarang,Apparel,2024-08,1983.09,9,220.34
Semarang,Apparel,2024-09,2035.95,10,203.59
Semarang,Apparel,2024-10,2577.63,10,257.76
Semarang,Apparel,2024-11,2194.01,9,243.78
Semarang,Apparel,2024-12,3231.2,16,201.95
Semarang,Home & Garden,2024-01,1160.06,5,232.01
Semarang,Home & Garden,2024-02,1213.67,4,303.42
Semarang,Home & Garden,2024-03,1259.81,6,209.97
Semarang,Home & Garden,2024-04,1280.28,5,256.06
Semarang,Home & Garden,2024-05,1258.08,4,314.52
Semarang,Home & Garden,2024-06,1263.97,5,252.79
Semarang,Home & Garden,2024-07,1581.09,7,225.87
Semarang,Home & Garden,2024-08,1461.82,5,292.36
Semarang,Home & Garden,2024-09,1514.85,7,216.41
Semarang,Home & Garden,2024-10,1554.4,5,310.88
Semarang,Home & Garden,2024-11,1728.54,8,216.07
Semarang,Home & Garden,2024-12,2072.76,8,259.1
Semarang,Beauty,2024-01,1270.31,5,254.06
Semarang,Beauty,2024-02,1176.78,4,294.19
Semarang,Beauty,2024-03,1259.9,5,251.98
Semarang,Beauty,2024-04,1363.07,5,272.61
Semarang,Beauty,2024-05,1360.96,6,226.83
Semarang,Beauty,2024-06,1343.07,6,223.84
Semarang,Beauty,2024-07,1280.64,5,256.13
Semarang,Beauty,2024-08,1593.01,7,227.57
Semarang,Beauty,2024-09,1489.15,7,212.74
Semarang,Beauty,2024-10,1734.83,6,289.14
Semarang,Beauty,2024-11,1641.18,8,205.15
Semarang,Beauty,2024-12,1991.51,9,221.28
Semarang,Sports,2024-01,959.03,5,191.81
Semarang,Sports,2024-02,945.58,4,236.4
Semarang,Sports,2024-03,1116.16,5,223.23
Semarang,Sports,2024-04,1034.25,4,258.56
Semarang,Sports,2024-05,1119.74,5,223.95
Semarang,Sports,2024-06,1120.13,5,224.03
Semarang,Sports,2024-07,1136.89,4,284.22
Semarang,Sports,2024-08,1345.74,5,269.15
Semarang,Sports,2024-09,1305.6,6,217.6
Semarang,Sports,2024-10,1389.24,5,277.85
Semarang,Sports,2024-11,1346.47,5,269.29
Semarang,Sports,2024-12,1559.12,7,222.73
Semarang,Books,2024-01,847.08,3,282.36
Semarang,Books,2024-02,737.46,3,245.82
Semarang,Books,2024-03,814.19,4,203.55
Semarang,Books,2024-04,802.85,3,267.62
Semarang,Books,2024-05,850.79,4,212.7
Semarang,Books,2024-06,897.52,3,299.17
Semarang,Books,2024-07,1023.03,5,204.61
Semarang,Books,2024-08,897.98,4,224.5
Semarang,Books,2024-09,962.21,4,240.55
Semarang,Books,2024-10,1125.64,4,281.41
Semarang,Books,2024-11,1090.59,4,272.65
Semarang,Books,2024-12,1295.21,5,259.04
Semarang,Food & Drink,2024-01,1136.29,6,189.38
Semarang,Food & Drink,2024-02,1039.67,5,207.93
Semarang,Food & Drink,2024-03,1092.29,5,218.46
Semarang,Food & Drink,2024-04,1217.41,4,304.35
Semarang,Food & Drink,2024-05,1240.8,6,206.8
Semarang,Food & Drink,2024-06,1264.12,6,210.69
Semarang,Food & Drink,2024-07,1291.63,5,258.33
Semarang,Food & Drink,2024-08,1295.07,6,215.84
Semarang,Food & Drink,2024-09,1238.45,5,247.69
Semarang,Food & Drink,2024-10,1319.37,4,329.84
Semarang,Food & Drink,2024-11,1366.25,5,273.25
Semarang,Food & Drink,2024-12,1611.66,7,230.24
Depok,Electronics,2024-01,5368.75,25,214.75
Depok,Electronics,2024-02,5473.32,21,260.63
Depok,Electronics,2024-03,5257.49,19,276.71
Depok,Electronics,2024-04,5302.1,18,294.56
Depok,Electronics,2024-05,6352.28,28,226.87
Depok,Electronics,2024-06,5472.44,20,273.62
Depok,Electronics,2024-07,5900.45,26,226.94
Depok,Electronics,2024-08,5888.97,27,218.11
Depok,Electronics,2024-09,6791.08,33,205.79
Depok,Electronics,2024-10,5934.97,21,282.62
Depok,Electronics,2024-11,6943.98,26,267.08
Depok,Electronics,2024-12,8308.44,39,213.04
Depok,Apparel,2024-01,3285.93,15,219.06
Depok,Apparel,2024-02,3502.37,12,291.86
Depok,Apparel,2024-03,4300.24,16,268.76
Depok,Apparel,2024-04,3514.16,13,270.32
Depok,Apparel,2024-05,4210.71,15,280.71
Depok,Apparel,2024-06,3775.14,16,235.95
Depok,Apparel,2024-07,4724.49,16,295.28
Depok,Apparel,2024-08,4542.17,16,283.89
Depok,Apparel,2024-09,4301.69,19,226.4
Depok,Apparel,2024-10,4792.41,20,239.62
Depok,Apparel,2024-11,4381.48,15,292.1
Depok,Apparel,2024-12,5873.17,23,255.36
Depok,Home & Garden,2024-01,1547.12,6,257.85
Depok,Home & Garden,2024-02,1432.66,6,238.78
Depok,Home & Garden,2024-03,1682.51,6,280.42
Depok,Home & Garden,2024-04,1689.74,6,281.62
Depok,Home & Garden,2024-05,2007.35,8,250.92
Depok,Home & Garden,2024-06,1690.21,8,211.28
Depok,Home & Garden,2024-07,1830.57,8,228.82
Depok,Home & Garden,2024-08,1882.78,9,209.2
Depok,Home & Garden,2024-09,2050.24,8,256.28
Depok,Home & Garden,2024-10,1926.46,9,214.05
Depok,Home & Garden,2024-11,2369.9,8,296.24
Depok,Home & Garden,2024-12,2511.12,9,279.01
Depok,Beauty,2024-01,2026.93,8,253.37
Depok,Beauty,2024-02,1807.34,7,258.19
Depok,Beauty,2024-03,2094.4,8,261.8
Depok,Beauty,2024-04,2201.41,9,244.6
Depok,Beauty,2024-05,2264.98,10,226.5
Depok,Beauty,2024-06,2274.93,11,206.81
Depok,Beauty,2024-07,2495.79,11,226.89
Depok,Beauty,2024-08,2542.97,11,231.18
Depok,Beauty,2024-09,2373.04,11,215.73
Depok,Beauty,2024-10,2543.09,9,282.57
Depok,Beauty,2024-11,2718.82,10,271.88
Depok,Beauty,2024-12,3370.22,14,240.73
Depok,Sports,2024-01,1575.09,6,262.51
Depok,Sports,2024-02,1388.49,5,277.7
Depok,Sports,2024-03,1624.28,6,270.71
Depok,Sports,2024-04,1953.12,9,217.01
Depok,Sports,2024-05,1957.64,9,217.52
Depok,Sports,2024-06,1911.53,6,318.59
Depok,Sports,2024-07,1886.14,8,235.77
Depok,Sports,2024-08,2042.1,7,291.73
Depok,Sports,2024-09,1872.96,9,208.11
Depok,Sports,2024-10,1868.88,8,233.61
Depok,Sports,2024-11,2415.88,8,301.99
Depok,Sports,2024-12,2420.03,9,268.89
Depok,Books,2024-01,983.79,4,245.95
Depok,Books,2024-02,934.58,4,233.65
Depok,Books,2024-03,1079.33,5,215.87
Depok,Books,2024-04,1135.72,5,227.14
Depok,Books,2024-05,991.73,4,247.93
Depok,Books,2024-06,1092.6,4,273.15
Depok,Books,2024-07,1200.78,4,300.19
Depok,Books,2024-08,1073.58,5,214.72
Depok,Books,2024-09,1162.57,5,232.51
Depok,Books,2024-10,1147.67,4,286.92
Depok,Books,2024-11,1291.86,5,258.37
Depok,Books,2024-12,1536.13,5,307.23
Depok,Food & Drink,2024-01,1247.05,5,249.41
Depok,Food & Drink,2024-02,1316.84,5,263.37
Depok,Food & Drink,2024-03,1472.82,5,294.56
Depok,Food & Drink,2024-04,1450.49,6,241.75
Depok,Food & Drink,2024-05,1553.73,5,310.75
Depok,Food & Drink,2024-06,1419.21,5,283.84
Depok,Food & Drink,2024-07,1520.57,6,253.43
Depok,Food & Drink,2024-08,1640.35,5,328.07
Depok,Food & Drink,2024-09,1624.09,6,270.68
Depok,Food & Drink,2024-10,1864.38,8,233.05
Depok,Food & Drink,2024-11,1662.67,7,237.52
Depok,Food & Drink,2024-12,2326.24,11,211.48
Tangerang,Electronics,2024-01,3714.46,13,285.73
Tangerang,Electronics,2024-02,3103.49,11,282.14
Tangerang,Electronics,2024-03,3750.36,12,312.53
Tangerang,Electronics,2024-04,3470.83,16,216.93
Tangerang,Electronics,2024-05,3734.52,16,233.41
Tangerang,Electronics,2024-06,3867.26,14,276.23
Tangerang,Electronics,2024-07,3817.41,12,318.12
Tangerang,Electronics,2024-08,3717.23,14,265.52
Tangerang,Electronics,2024-09,4626.65,16,289.17
Tangerang,Electronics,2024-10,4652.1,15,310.14
Tangerang,Electronics,2024-11,4262.31,14,304.45
Tangerang,Electronics,2024-12,5934.96,21,282.62
Tangerang,Apparel,2024-01,6056.63,21,288.41
Tangerang,Apparel,2024-02,4996.36,17,293.9
Tangerang,Apparel,2024-03,6028.94,27,223.29
Tangerang,Apparel,2024-04,5409.76,18,300.54
Tangerang,Apparel,2024-05,5963.76,19,313.88
Tangerang,Apparel,2024-06,6263.45,20,313.17
Tangerang,Apparel,2024-07,7105.24,29,245.01
Tangerang,Apparel,2024-08,6835.09,24,284.8
Tangerang,Apparel,2024-09,5939.01,20,296.95
Tangerang,Apparel,2024-10,6865.05,27,254.26
Tangerang,Apparel,2024-11,6585.75,24,274.41
Tangerang,Apparel,2024-12,8318.8,31,268.35
Tangerang,Home & Garden,2024-01,1608.5,7,229.79
Tangerang,Home & Garden,2024-02,1731.07,7,247.3
Tangerang,Home & Garden,2024-03,1826.02,6,304.34
Tangerang,Home & Garden,2024-04,1894.37,8,236.8
Tangerang,Home & Garden,2024-05,1836.68,7,262.38
Tangerang,Home & Garden,2024-06,1821.03,8,227.63
Tangerang,Home & Garden,2024-07,2074.36,9,230.48
Tangerang,Home & Garden,2024-08,2010.57,9,223.4
Tangerang,Home & Garden,2024-09,2103.39,7,300.48
Tangerang,Home & Garden,2024-10,2011.75,9,223.53
Tangerang,Home & Garden,2024-11,2345.63,9,260.63
Tangerang,Home & Garden,2024-12,2942.04,12,245.17
Tangerang,Beauty,2024-01,2480.83,8,310.1
Tangerang,Beauty,2024-02,2156.07,10,215.61
Tangerang,Beauty,2024-03,2762.3,11,251.12
Tangerang,Beauty,2024-04,2918.77,13,224.52
Tangerang,Beauty,2024-05,2819.6,11,256.33
Tangerang,Beauty,2024-06,2694.48,11,244.95
Tangerang,Beauty,2024-07,2919.48,13,224.58
Tangerang,Beauty,2024-08,2749.46,8,343.68
Tangerang,Beauty,2024-09,3025.56,9,336.17
Tangerang,Beauty,2024-10,3047.76,13,234.44
Tangerang,Beauty,2024-11,2884.14,9,320.46
Tangerang,Beauty,2024-12,3687.26,14,263.38
Tangerang,Sports,2024-01,1830.66,6,305.11
Tangerang,Sports,2024-02,1487.36,7,212.48
Tangerang,Sports,2024-03,2049.52,6,341.59
Tangerang,Sports,2024-04,2059.68,7,294.24
Tangerang,Sports,2024-05,1708.53,6,284.75
Tangerang,Sports,2024-06,1811.0,7,258.71
Tangerang,Sports,2024-07,1805.8,8,225.72
Tangerang,Sports,2024-08,2079.21,9,231.02
Tangerang,Sports,2024-09,2114.21,9,234.91
Tangerang,Sports,2024-10,2198.6,7,314.09
Tangerang,Sports,2024-11,2113.64,7,301.95
Tangerang,Sports,2024-12,2510.26,9,278.92
Tangerang,Books,2024-01,1075.01,5,215.0
Tangerang,Books,2024-02,906.1,4,226.53
Tangerang,Books,2024-03,1187.15,4,296.79
Tangerang,Books,2024-04,1013.56,4,253.39
Tangerang,Books,2024-05,1023.62,4,255.91
Tangerang,Books,2024-06,1132.63,4,283.16
Tangerang,Books,2024-07,1270.65,4,317.66
Tangerang,Books,2024-08,1093.56,4,273.39
Tangerang,Books,2024-09,1306.72,5,261.34
Tangerang,Books,2024-10,1286.63,4,321.66
Tangerang,Books,2024-11,1254.28,5,250.86
Tangerang,Books,2024-12,1852.91,7,264.7
Tangerang,Food & Drink,2024-01,1275.42,5,255.08
Tangerang,Food & Drink,2024-02,1298.71,4,324.68
Tangerang,Food & Drink,2024-03,1310.15,5,262.03
Tangerang,Food & Drink,2024-04,1524.46,6,254.08
Tangerang,Food & Drink,2024-05,1507.83,6,251.3
Tangerang,Food & Drink,2024-06,1539.12,6,256.52
Tangerang,Food & Drink,2024-07,1680.55,7,240.08
Tangerang,Food & Drink,2024-08,1837.53,7,262.5
Tangerang,Food & Drink,2024-09,1807.88,6,301.31
Tangerang,Food & Drink,2024-10,1926.58,6,321.1
Tangerang,Food & Drink,2024-11,1989.98,9,221.11
Tangerang,Food & Drink,2024-12,2300.6,9,255.62
