session_id,customer_id,session_date,acquisition_source,device,city,pages_viewed,session_duration_sec,converted,bounced,segment
SESS0003934,CUST00434,2024-09-17,Direct,Tablet,Jakarta,5,1069,0,0,Lost
SESS0003935,CUST01666,2024-11-23,Paid Search,Mobile,Bandung,8,162,0,0,Champions
SESS0003936,CUST00567,2024-07-23,Paid Search,Desktop,Jakarta,6,647,0,0,Lost
SESS0003937,CUST01046,2024-07-27,Direct,Desktop,Jakarta,8,475,0,0,Loyal
SESS0003938,CUST01207,2024-09-13,Organic,Desktop,Makassar,3,1764,0,0,At Risk
SESS0003939,CUST00548,2024-06-28,Direct,Tablet,Surabaya,13,689,0,0,New
SESS0003940,CUST00086,2024-02-25,Email,Mobile,Jakarta,14,774,0,0,Champions
SESS0003941,CUST01646,2024-10-16,Organic,Desktop,Semarang,8,516,0,0,Loyal
SESS0003942,CUST01372,2024-10-20,Direct,Mobile,Jakarta,6,134,0,0,New
SESS0003943,CUST00838,2024-04-12,Organic,Mobile,Jakarta,15,646,0,0,At Risk
SESS0003944,CUST00919,2024-02-17,Referral,Mobile,Bandung,5,208,0,0,New
SESS0003945,CUST00686,2024-01-17,Organic,Mobile,Jakarta,18,1345,0,0,Lost
SESS0003946,CUST01965,2024-01-25,Organic,Desktop,Bali,10,72,0,0,New
SESS0003947,CUST01656,2024-05-01,Organic,Mobile,Bandung,13,1025,0,0,Lost
SESS0003948,CUST01077,2024-08-04,Paid Search,Mobile,Surabaya,12,577,0,0,At Risk
SESS0003949,CUST00893,2024-04-05,Paid Search,Tablet,Semarang,3,486,0,0,New
SESS0003950,CUST01717,2024-01-05,Social Media,Mobile,Jakarta,6,1279,0,0,Champions
SESS0003951,CUST00424,2024-12-20,Direct,Desktop,Jakarta,7,678,0,0,Lost
SESS0003952,CUST00485,2024-12-21,Social Media,Desktop,Medan,16,1560,0,0,New
SESS0003953,CUST01333,2024-04-28,Paid Search,Desktop,Makassar,16,1192,0,0,At Risk
SESS0003954,CUST01699,2024-06-07,Organic,Mobile,Semarang,10,704,0,0,Loyal
SESS0003955,CUST01148,2024-08-06,Email,Desktop,Bali,4,1160,0,0,At Risk
SESS0003956,CUST01501,2024-01-28,Social Media,Mobile,Yogyakarta,13,321,0,0,Loyal
SESS0003957,CUST00219,2024-10-28,Paid Search,Mobile,Jakarta,16,1408,0,0,At Risk
SESS0003958,CUST01568,2024-08-14,Email,Mobile,Bandung,10,330,0,0,Champions
SESS0003959,CUST00526,2024-06-10,Organic,Mobile,Bali,13,1575,1,0,New
SESS0003960,CUST00188,2024-11-04,Social Media,Desktop,Jakarta,6,496,0,0,New
SESS0003961,CUST01404,2024-06-21,Email,Mobile,Jakarta,13,376,0,0,Champions
SESS0003962,CUST00678,2024-03-25,Social Media,Mobile,Jakarta,6,764,0,0,New
SESS0003963,CUST01723,2024-09-09,Social Media,Tablet,Surabaya,17,1534,0,0,New
SESS0003964,CUST00482,2024-05-01,Organic,Desktop,Surabaya,5,68,0,0,New
SESS0003965,CUST00716,2024-12-20,Social Media,Mobile,Palembang,9,1736,0,0,Loyal
SESS0003966,CUST00791,2024-10-12,Paid Search,Mobile,Medan,14,313,0,0,Champions
SESS0003967,CUST01223,2024-10-17,Referral,Mobile,Jakarta,6,1720,0,0,Lost
SESS0003968,CUST00038,2024-05-07,Paid Search,Mobile,Surabaya,18,1211,0,0,New
SESS0003969,CUST01873,2024-04-11,Direct,Desktop,Medan,13,355,1,0,New
SESS0003970,CUST01134,2024-03-16,Referral,Desktop,Jakarta,7,1604,0,0,Loyal
SESS0003971,CUST01356,2024-06-29,Paid Search,Desktop,Bandung,8,307,1,0,At Risk
SESS0003972,CUST01648,2024-12-18,Organic,Mobile,Jakarta,14,220,0,0,New
SESS0003973,CUST00861,2024-03-17,Paid Search,Mobile,Palembang,2,1605,1,0,Lost
SESS0003974,CUST01860,2024-09-02,Social Media,Desktop,Jakarta,6,1327,0,0,New
SESS0003975,CUST00881,2024-11-29,Organic,Desktop,Jakarta,18,884,1,0,New
SESS0003976,CUST01544,2024-07-28,Social Media,Mobile,Bandung,9,633,0,0,Loyal
SESS0003977,CUST00048,2024-07-09,Organic,Desktop,Jakarta,12,1667,0,0,At Risk
SESS0003978,CUST00088,2024-10-03,Direct,Tablet,Bali,8,464,0,0,At Risk
SESS0003979,CUST01953,2024-03-10,Paid Search,Mobile,Yogyakarta,16,1168,1,0,New
SESS0003980,CUST01807,2024-03-16,Social Media,Mobile,Bandung,8,1028,0,0,New
SESS0003981,CUST00411,2024-09-28,Email,Desktop,Surabaya,6,1779,0,0,Loyal
SESS0003982,CUST01262,2024-04-16,Organic,Tablet,Jakarta,5,1690,0,0,Champions
SESS0003983,CUST01397,2024-11-09,Paid Search,Tablet,Jakarta,8,1151,0,0,Lost
SESS0003984,CUST00343,2024-04-17,Organic,Mobile,Depok,3,83,0,0,Champions
SESS0003985,CUST00367,2024-01-13,Paid Search,Mobile,Yogyakarta,2,1697,0,0,Champions
SESS0003986,CUST00240,2024-05-27,Social Media,Desktop,Surabaya,18,136,0,0,Lost
SESS0003987,CUST01557,2024-08-16,Direct,Mobile,Bali,2,399,0,0,Champions
SESS0003988,CUST00317,2024-12-04,Organic,Mobile,Medan,7,878,0,0,At Risk
SESS0003989,CUST01100,2024-12-16,Organic,Mobile,Bali,2,101,1,0,Champions
SESS0003990,CUST00679,2024-04-07,Organic,Mobile,Surabaya,7,249,0,0,Champions
SESS0003991,CUST01614,2024-08-26,Organic,Desktop,Jakarta,5,145,0,0,At Risk
SESS0003992,CUST00255,2024-06-22,Social Media,Desktop,Jakarta,1,1178,0,0,Lost
SESS0003993,CUST01853,2024-06-14,Organic,Mobile,Jakarta,13,1403,0,0,Lost
SESS0003994,CUST01714,2024-08-17,Social Media,Mobile,Bandung,12,1354,0,0,Lost
SESS0003995,CUST00399,2024-11-08,Social Media,Tablet,Bandung,13,1570,0,0,At Risk
SESS0003996,CUST00504,2024-04-12,Paid Search,Desktop,Makassar,8,83,0,0,Lost
SESS0003997,CUST00358,2024-03-30,Email,Desktop,Bali,18,290,1,0,Loyal
SESS0003998,CUST00786,2024-10-28,Paid Search,Mobile,Bandung,12,1572,0,0,Champions
SESS0003999,CUST01402,2024-09-04,Organic,Mobile,Semarang,15,1629,1,0,Loyal
SESS0004000,CUST00951,2024-03-31,Email,Mobile,Bali,6,37,1,0,Champions
SESS0004001,CUST00062,2024-07-16,Organic,Desktop,Bali,15,725,0,0,Loyal
SESS0004002,CUST01948,2024-02-22,Organic,Mobile,Bali,7,1593,1,0,At Risk
SESS0004003,CUST01646,2024-12-29,Organic,Mobile,Semarang,7,1019,1,0,Loyal
SESS0004004,CUST00721,2024-03-12,Social Media,Desktop,Jakarta,11,253,0,0,Champions
SESS0004005,CUST00247,2024-01-29,Organic,Mobile,Surabaya,16,1305,0,0,Loyal
SESS0004006,CUST01684,2024-06-26,Social Media,Mobile,Medan,13,1024,0,0,New
SESS0004007,CUST00404,2024-10-29,Email,Mobile,Bali,12,239,0,0,Lost
SESS0004008,CUST01276,2024-08-19,Direct,Mobile,Surabaya,9,1562,1,0,Champions
SESS0004009,CUST01569,2024-01-30,Social Media,Desktop,Jakarta,12,1258,0,0,Loyal
SESS0004010,CUST01910,2024-01-04,Email,Mobile,Surabaya,4,1462,1,0,Loyal
SESS0004011,CUST00077,2024-09-01,Social Media,Tablet,Bali,18,1664,0,0,At Risk
SESS0004012,CUST01904,2024-07-06,Email,Mobile,Bali,16,1638,0,0,At Risk
SESS0004013,CUST01085,2024-03-22,Social Media,Desktop,Surabaya,7,1092,1,0,Lost
SESS0004014,CUST00372,2024-09-05,Paid Search,Desktop,Bali,5,1017,0,0,At Risk
SESS0004015,CUST01744,2024-09-19,Email,Mobile,Bali,5,936,0,0,New
SESS0004016,CUST00515,2024-06-10,Organic,Mobile,Makassar,9,906,1,0,Loyal
SESS0004017,CUST00545,2024-02-25,Social Media,Mobile,Jakarta,12,1346,1,0,New
SESS0004018,CUST01649,2024-04-17,Referral,Mobile,Jakarta,18,1160,0,0,Champions
SESS0004019,CUST01478,2024-02-03,Organic,Desktop,Semarang,5,1597,0,0,At Risk
SESS0004020,CUST01974,2024-12-23,Organic,Desktop,Surabaya,3,704,0,0,Lost
SESS0004021,CUST01333,2024-01-06,Paid Search,Desktop,Makassar,3,628,0,0,At Risk
SESS0004022,CUST01417,2024-03-03,Direct,Desktop,Yogyakarta,10,1557,0,0,New
SESS0004023,CUST00375,2024-03-18,Social Media,Tablet,Jakarta,10,363,0,0,Loyal
SESS0004024,CUST01655,2024-08-07,Email,Mobile,Jakarta,3,585,0,0,New
SESS0004025,CUST01403,2024-09-05,Organic,Desktop,Bali,10,1593,1,0,Lost
SESS0004026,CUST00831,2024-05-09,Social Media,Mobile,Semarang,3,1043,0,0,New
SESS0004027,CUST01140,2024-07-16,Email,Mobile,Surabaya,16,1613,1,0,Loyal
SESS0004028,CUST01387,2024-08-08,Email,Mobile,Jakarta,14,462,1,0,New
SESS0004029,CUST00014,2024-03-04,Paid Search,Mobile,Bandung,11,724,0,0,Lost
SESS0004030,CUST00774,2024-03-18,Email,Mobile,Medan,13,1258,0,0,Loyal
SESS0004031,CUST01329,2024-08-04,Paid Search,Desktop,Semarang,10,1144,1,0,At Risk
SESS0004032,CUST00013,2024-05-24,Organic,Desktop,Bandung,16,1145,0,0,New
SESS0004033,CUST01521,2024-05-23,Organic,Mobile,Jakarta,12,1311,0,0,Loyal
SESS0004034,CUST01154,2024-03-24,Email,Mobile,Jakarta,18,762,1,0,At Risk
SESS0004035,CUST00156,2024-05-01,Social Media,Mobile,Bali,7,1080,0,0,New
SESS0004036,CUST01368,2024-03-22,Paid Search,Desktop,Semarang,18,926,0,0,At Risk
SESS0004037,CUST01909,2024-07-18,Direct,Desktop,Palembang,4,685,0,0,New
SESS0004038,CUST00174,2024-07-03,Social Media,Mobile,Yogyakarta,4,716,1,0,Loyal
SESS0004039,CUST00746,2024-09-15,Direct,Mobile,Bali,15,111,1,0,Champions
SESS0004040,CUST00964,2024-02-07,Social Media,Mobile,Jakarta,6,1206,0,0,Champions
SESS0004041,CUST01978,2024-05-27,Organic,Mobile,Medan,7,1146,0,0,New
SESS0004042,CUST01429,2024-09-09,Organic,Desktop,Jakarta,12,1715,1,0,Lost
SESS0004043,CUST00138,2024-04-16,Paid Search,Desktop,Jakarta,13,495,0,0,Champions
SESS0004044,CUST00744,2024-05-22,Direct,Desktop,Jakarta,15,190,0,0,Loyal
SESS0004045,CUST00029,2024-11-08,Organic,Mobile,Bandung,10,1603,0,0,Lost
SESS0004046,CUST01392,2024-08-23,Email,Mobile,Bali,16,1540,0,0,New
SESS0004047,CUST01790,2024-07-18,Organic,Desktop,Surabaya,17,417,1,0,At Risk
SESS0004048,CUST00861,2024-06-24,Organic,Desktop,Palembang,4,1287,1,0,Lost
SESS0004049,CUST00751,2024-10-20,Organic,Desktop,Jakarta,5,70,1,0,At Risk
SESS0004050,CUST00123,2024-11-28,Referral,Mobile,Jakarta,9,381,0,0,At Risk
SESS0004051,CUST00630,2024-10-22,Organic,Desktop,Bandung,17,997,0,0,Loyal
SESS0004052,CUST01711,2024-09-23,Organic,Mobile,Semarang,12,1491,0,0,At Risk
SESS0004053,CUST01462,2024-12-29,Email,Desktop,Jakarta,18,556,0,0,Loyal
SESS0004054,CUST00450,2024-06-16,Direct,Mobile,Surabaya,12,1761,0,0,New
SESS0004055,CUST00946,2024-03-14,Social Media,Mobile,Jakarta,18,457,0,0,New
SESS0004056,CUST00169,2024-11-24,Social Media,Mobile,Jakarta,5,65,0,0,Loyal
SESS0004057,CUST00961,2024-12-27,Organic,Desktop,Surabaya,4,1798,0,0,At Risk
SESS0004058,CUST01984,2024-03-15,Paid Search,Tablet,Surabaya,3,454,0,0,New
SESS0004059,CUST01091,2024-06-20,Organic,Desktop,Bali,11,1273,1,0,Lost
SESS0004060,CUST01959,2024-01-25,Social Media,Desktop,Jakarta,14,641,0,0,New
SESS0004061,CUST01770,2024-10-20,Organic,Desktop,Medan,10,1211,0,0,New
SESS0004062,CUST01051,2024-10-25,Paid Search,Mobile,Bandung,10,548,0,0,Loyal
SESS0004063,CUST00054,2024-10-26,Organic,Desktop,Jakarta,18,1194,0,0,New
SESS0004064,CUST01212,2024-03-11,Paid Search,Mobile,Jakarta,6,1301,0,0,Loyal
SESS0004065,CUST01944,2024-04-11,Organic,Desktop,Jakarta,10,1714,0,0,New
SESS0004066,CUST00355,2024-11-26,Paid Search,Mobile,Medan,18,930,0,0,Loyal
SESS0004067,CUST00724,2024-03-13,Paid Search,Mobile,Medan,1,760,0,0,New
SESS0004068,CUST00308,2024-03-11,Organic,Mobile,Bandung,14,1505,0,0,Loyal
SESS0004069,CUST01028,2024-07-31,Social Media,Mobile,Surabaya,15,1688,0,0,New
SESS0004070,CUST00098,2024-01-25,Organic,Tablet,Semarang,5,176,1,0,Loyal
SESS0004071,CUST01476,2024-03-25,Social Media,Desktop,Surabaya,12,1622,0,0,Loyal
SESS0004072,CUST00520,2024-09-13,Organic,Mobile,Bandung,12,1268,0,0,Lost
SESS0004073,CUST00416,2024-04-19,Paid Search,Mobile,Surabaya,13,1007,0,0,New
SESS0004074,CUST01203,2024-06-13,Email,Desktop,Jakarta,17,1568,1,0,New
SESS0004075,CUST01331,2024-08-19,Social Media,Desktop,Medan,5,1044,0,0,Loyal
SESS0004076,CUST01360,2024-02-29,Organic,Mobile,Jakarta,13,88,0,0,Champions
SESS0004077,CUST01741,2024-03-09,Email,Desktop,Medan,11,682,0,0,New
SESS0004078,CUST01112,2024-05-11,Paid Search,Desktop,Bali,9,240,1,0,Loyal
SESS0004079,CUST00114,2024-03-06,Social Media,Mobile,Jakarta,5,194,0,0,Loyal
SESS0004080,CUST00477,2024-06-07,Email,Mobile,Surabaya,11,1689,1,0,Champions
SESS0004081,CUST01422,2024-06-22,Social Media,Tablet,Jakarta,17,233,0,0,Loyal
SESS0004082,CUST01190,2024-11-04,Direct,Mobile,Surabaya,8,1726,1,0,Champions
SESS0004083,CUST00423,2024-01-17,Organic,Tablet,Surabaya,5,682,1,0,Loyal
SESS0004084,CUST00643,2024-02-13,Paid Search,Mobile,Bali,6,1387,0,0,At Risk
SESS0004085,CUST00150,2024-09-28,Social Media,Mobile,Surabaya,7,1661,0,0,Champions
SESS0004086,CUST00531,2024-05-11,Social Media,Desktop,Bandung,11,1548,0,0,New
SESS0004087,CUST00914,2024-01-13,Organic,Mobile,Surabaya,3,1238,0,0,Champions
SESS0004088,CUST00286,2024-05-17,Social Media,Desktop,Medan,12,960,1,0,New
SESS0004089,CUST01789,2024-01-23,Social Media,Mobile,Bali,1,408,0,0,Loyal
SESS0004090,CUST00466,2024-01-07,Organic,Tablet,Bandung,8,1635,0,0,Loyal
SESS0004091,CUST00315,2024-04-08,Direct,Desktop,Jakarta,1,317,0,0,New
SESS0004092,CUST00541,2024-10-15,Organic,Desktop,Palembang,15,407,1,0,Champions
SESS0004093,CUST01263,2024-03-18,Organic,Mobile,Jakarta,8,351,0,0,New
SESS0004094,CUST00752,2024-09-01,Direct,Desktop,Bandung,14,503,0,0,At Risk
SESS0004095,CUST01574,2024-08-19,Social Media,Mobile,Bandung,12,773,0,0,Loyal
SESS0004096,CUST01961,2024-08-27,Organic,Desktop,Palembang,10,38,0,0,Loyal
SESS0004097,CUST00665,2024-02-29,Social Media,Mobile,Jakarta,10,384,0,0,Loyal
SESS0004098,CUST01184,2024-03-18,Organic,Mobile,Bali,12,1324,0,0,Lost
SESS0004099,CUST01418,2024-03-09,Social Media,Mobile,Medan,5,1652,0,0,Champions
SESS0004100,CUST00836,2024-10-21,Social Media,Mobile,Medan,18,1283,0,0,At Risk
SESS0004101,CUST01395,2024-02-11,Email,Mobile,Bandung,4,1641,0,0,New
SESS0004102,CUST00746,2024-01-21,Email,Mobile,Bali,13,576,1,0,Champions
SESS0004103,CUST00908,2024-10-11,Email,Desktop,Medan,14,836,0,0,At Risk
SESS0004104,CUST01569,2024-01-05,Organic,Desktop,Jakarta,15,1064,0,0,Loyal
SESS0004105,CUST01445,2024-02-08,Organic,Mobile,Jakarta,9,1086,0,0,At Risk
SESS0004106,CUST01949,2024-07-10,Organic,Desktop,Bali,13,1172,1,0,Loyal
SESS0004107,CUST01277,2024-05-17,Referral,Mobile,Jakarta,10,1149,0,0,New
SESS0004108,CUST01387,2024-08-26,Paid Search,Mobile,Jakarta,1,1709,0,0,New
SESS0004109,CUST00649,2024-11-05,Social Media,Mobile,Surabaya,3,966,1,0,New
SESS0004110,CUST00632,2024-11-10,Paid Search,Mobile,Jakarta,13,1128,0,0,At Risk
SESS0004111,CUST01526,2024-08-28,Organic,Tablet,Jakarta,11,1262,1,0,Loyal
SESS0004112,CUST01794,2024-02-23,Paid Search,Mobile,Jakarta,4,1595,0,0,Lost
SESS0004113,CUST01066,2024-02-26,Organic,Mobile,Makassar,16,886,0,0,Lost
SESS0004114,CUST00181,2024-02-04,Paid Search,Mobile,Yogyakarta,4,798,0,0,At Risk
SESS0004115,CUST01226,2024-03-20,Email,Desktop,Semarang,9,490,0,0,Lost
SESS0004116,CUST01464,2024-07-21,Social Media,Mobile,Medan,13,1786,0,0,New
SESS0004117,CUST00469,2024-07-03,Social Media,Mobile,Jakarta,14,1162,0,0,New
SESS0004118,CUST01654,2024-08-27,Paid Search,Mobile,Jakarta,5,1559,0,0,Loyal
SESS0004119,CUST01523,2024-01-10,Referral,Tablet,Bali,15,676,1,0,Loyal
SESS0004120,CUST00491,2024-12-13,Organic,Mobile,Surabaya,15,499,0,0,New
SESS0004121,CUST01321,2024-07-10,Direct,Mobile,Semarang,18,734,0,0,Champions
SESS0004122,CUST01402,2024-06-14,Organic,Desktop,Semarang,2,742,0,0,Loyal
SESS0004123,CUST01456,2024-09-21,Organic,Mobile,Bali,2,1467,0,0,New
SESS0004124,CUST01532,2024-07-26,Paid Search,Desktop,Medan,4,58,0,0,At Risk
SESS0004125,CUST00668,2024-12-27,Email,Mobile,Bandung,7,428,0,0,Loyal
SESS0004126,CUST01158,2024-07-21,Paid Search,Mobile,Medan,11,1001,0,0,Lost
SESS0004127,CUST01852,2024-03-19,Social Media,Mobile,Surabaya,2,1651,1,0,Lost
SESS0004128,CUST01041,2024-05-15,Paid Search,Mobile,Surabaya,3,623,0,0,Loyal
SESS0004129,CUST01291,2024-01-14,Social Media,Mobile,Jakarta,10,127,0,0,Champions
SESS0004130,CUST00677,2024-07-23,Email,Mobile,Jakarta,3,958,0,0,Loyal
SESS0004131,CUST00097,2024-09-25,Paid Search,Mobile,Jakarta,17,281,0,0,Loyal
SESS0004132,CUST01491,2024-03-27,Social Media,Mobile,Bandung,4,741,0,0,Lost
SESS0004133,CUST01508,2024-03-13,Direct,Mobile,Bandung,9,1702,0,0,At Risk
SESS0004134,CUST01735,2024-06-07,Paid Search,Mobile,Bali,11,346,0,0,New
SESS0004135,CUST00462,2024-09-02,Direct,Desktop,Surabaya,5,940,0,0,Lost
SESS0004136,CUST00663,2024-01-09,Direct,Desktop,Bali,7,336,0,0,Champions
SESS0004137,CUST00456,2024-07-03,Social Media,Mobile,Palembang,3,272,0,0,At Risk
SESS0004138,CUST01279,2024-06-11,Email,Desktop,Bali,2,1645,0,0,Loyal
SESS0004139,CUST01500,2024-01-18,Email,Mobile,Bandung,4,1619,0,0,Loyal
SESS0004140,CUST00396,2024-05-15,Social Media,Mobile,Jakarta,2,1448,1,0,New
SESS0004141,CUST00870,2024-07-04,Paid Search,Mobile,Bandung,10,1760,0,0,At Risk
SESS0004142,CUST00162,2024-12-30,Paid Search,Mobile,Bandung,16,1616,0,0,Champions
SESS0004143,CUST01014,2024-12-22,Paid Search,Mobile,Bandung,1,295,0,0,New
SESS0004144,CUST00473,2024-08-05,Paid Search,Desktop,Jakarta,11,824,0,0,Champions
SESS0004145,CUST00286,2024-05-20,Organic,Desktop,Medan,15,1031,0,0,New
SESS0004146,CUST00729,2024-04-17,Social Media,Mobile,Bandung,16,419,0,0,New
SESS0004147,CUST00541,2024-10-29,Organic,Mobile,Palembang,15,1706,0,0,Champions
SESS0004148,CUST00217,2024-02-17,Organic,Mobile,Surabaya,13,1406,0,0,Loyal
SESS0004149,CUST00576,2024-08-23,Organic,Mobile,Jakarta,14,59,0,0,New
SESS0004150,CUST01564,2024-11-19,Paid Search,Mobile,Medan,5,1284,0,0,At Risk
SESS0004151,CUST00843,2024-12-25,Direct,Mobile,Palembang,15,1443,0,0,Lost
SESS0004152,CUST00830,2024-03-09,Referral,Mobile,Jakarta,18,1296,0,0,Loyal
SESS0004153,CUST00969,2024-05-12,Paid Search,Mobile,Jakarta,16,1023,0,0,Loyal
SESS0004154,CUST00062,2024-09-01,Social Media,Mobile,Bali,3,335,0,0,Loyal
SESS0004155,CUST00429,2024-02-11,Email,Mobile,Medan,11,402,0,0,New
SESS0004156,CUST00985,2024-03-05,Organic,Desktop,Jakarta,14,550,0,0,New
SESS0004157,CUST00450,2024-06-17,Paid Search,Mobile,Surabaya,16,199,1,0,New
SESS0004158,CUST00870,2024-04-08,Referral,Mobile,Bandung,15,1745,0,0,At Risk
SESS0004159,CUST00883,2024-03-05,Organic,Mobile,Medan,4,237,1,0,Champions
SESS0004160,CUST01840,2024-02-13,Organic,Mobile,Surabaya,13,353,0,0,Loyal
SESS0004161,CUST01608,2024-10-10,Social Media,Mobile,Palembang,12,252,0,0,Loyal
SESS0004162,CUST01267,2024-01-27,Paid Search,Mobile,Surabaya,6,1236,1,0,At Risk
SESS0004163,CUST00677,2024-05-02,Direct,Mobile,Jakarta,3,1156,0,0,Loyal
SESS0004164,CUST01851,2024-04-22,Social Media,Desktop,Jakarta,16,1320,0,0,At Risk
SESS0004165,CUST00651,2024-02-08,Email,Mobile,Jakarta,18,908,0,0,Lost
SESS0004166,CUST00200,2024-03-30,Paid Search,Desktop,Surabaya,10,1077,0,0,New
SESS0004167,CUST00193,2024-12-04,Email,Desktop,Jakarta,9,559,0,0,At Risk
SESS0004168,CUST01698,2024-08-24,Social Media,Mobile,Bandung,18,1328,0,0,Champions
SESS0004169,CUST01623,2024-04-17,Email,Mobile,Medan,9,1568,0,0,Lost
SESS0004170,CUST01992,2024-04-19,Organic,Mobile,Yogyakarta,9,830,0,0,Lost
SESS0004171,CUST01772,2024-08-01,Social Media,Mobile,Jakarta,1,164,1,0,Loyal
SESS0004172,CUST00471,2024-07-09,Paid Search,Tablet,Medan,17,1230,0,0,At Risk
SESS0004173,CUST01563,2024-03-06,Paid Search,Desktop,Bali,10,1502,0,0,New
SESS0004174,CUST00962,2024-02-03,Organic,Mobile,Yogyakarta,9,588,0,0,At Risk
SESS0004175,CUST01923,2024-05-12,Direct,Mobile,Surabaya,14,193,0,0,Lost
SESS0004176,CUST01597,2024-07-27,Direct,Mobile,Surabaya,13,1000,0,0,New
SESS0004177,CUST00688,2024-03-05,Social Media,Desktop,Semarang,13,1101,0,0,Champions
SESS0004178,CUST01837,2024-07-21,Paid Search,Mobile,Jakarta,17,340,0,0,Lost
SESS0004179,CUST00267,2024-12-21,Social Media,Mobile,Jakarta,3,751,0,0,Lost
SESS0004180,CUST00919,2024-07-06,Email,Desktop,Bandung,18,1528,0,0,New
SESS0004181,CUST01528,2024-10-07,Paid Search,Mobile,Palembang,6,399,0,0,New
SESS0004182,CUST00274,2024-03-25,Organic,Desktop,Surabaya,14,500,0,0,Champions
SESS0004183,CUST01368,2024-03-25,Email,Desktop,Semarang,13,1794,0,0,At Risk
SESS0004184,CUST00908,2024-12-01,Organic,Desktop,Medan,11,1417,0,0,At Risk
SESS0004185,CUST00972,2024-07-14,Organic,Mobile,Medan,16,1665,0,0,At Risk
SESS0004186,CUST00256,2024-02-27,Direct,Mobile,Bali,1,432,0,0,Loyal
SESS0004187,CUST01420,2024-01-04,Paid Search,Mobile,Jakarta,3,121,0,0,Lost
SESS0004188,CUST01445,2024-10-23,Direct,Mobile,Jakarta,10,482,0,0,At Risk
SESS0004189,CUST00073,2024-04-13,Direct,Mobile,Yogyakarta,2,1718,0,0,Champions
SESS0004190,CUST00814,2024-07-11,Paid Search,Desktop,Jakarta,13,822,0,0,At Risk
SESS0004191,CUST00834,2024-11-09,Referral,Mobile,Bali,16,60,1,0,Lost
SESS0004192,CUST01218,2024-10-24,Direct,Mobile,Bandung,8,932,0,0,Loyal
SESS0004193,CUST01817,2024-03-17,Organic,Mobile,Yogyakarta,9,118,0,0,At Risk
SESS0004194,CUST01965,2024-04-22,Direct,Desktop,Bali,14,595,0,0,New
SESS0004195,CUST01720,2024-07-10,Direct,Desktop,Surabaya,16,1116,0,0,New
SESS0004196,CUST00494,2024-05-24,Email,Mobile,Surabaya,1,1482,0,0,Lost
SESS0004197,CUST00556,2024-02-21,Organic,Desktop,Bali,13,1683,0,0,At Risk
SESS0004198,CUST01982,2024-12-03,Organic,Desktop,Surabaya,7,103,0,0,New
SESS0004199,CUST01427,2024-03-04,Email,Mobile,Makassar,17,241,1,0,New
SESS0004200,CUST00692,2024-05-06,Social Media,Desktop,Surabaya,16,848,0,0,New
SESS0004201,CUST01145,2024-02-21,Paid Search,Mobile,Bali,13,197,0,0,Champions
SESS0004202,CUST00468,2024-02-02,Referral,Tablet,Jakarta,15,1615,0,0,New
SESS0004203,CUST00582,2024-01-26,Organic,Mobile,Jakarta,7,1148,1,0,At Risk
SESS0004204,CUST01168,2024-02-22,Paid Search,Tablet,Surabaya,4,689,0,0,At Risk
SESS0004205,CUST01322,2024-07-09,Organic,Desktop,Jakarta,13,1488,0,0,Lost
SESS0004206,CUST01917,2024-06-29,Social Media,Mobile,Medan,18,787,0,0,Loyal
SESS0004207,CUST01007,2024-10-13,Social Media,Mobile,Yogyakarta,16,350,0,0,At Risk
SESS0004208,CUST01037,2024-11-07,Email,Desktop,Jakarta,14,55,0,0,New
SESS0004209,CUST01146,2024-09-12,Direct,Mobile,Depok,13,321,0,0,Champions
SESS0004210,CUST01240,2024-01-10,Social Media,Mobile,Jakarta,2,1363,1,0,Loyal
SESS0004211,CUST01446,2024-01-07,Paid Search,Desktop,Bandung,11,1755,0,0,New
SESS0004212,CUST01414,2024-03-26,Social Media,Mobile,Bali,4,1154,0,0,At Risk
SESS0004213,CUST00879,2024-01-29,Organic,Mobile,Jakarta,15,1727,0,0,New
SESS0004214,CUST00606,2024-11-06,Email,Desktop,Bandung,2,103,0,0,At Risk
SESS0004215,CUST00393,2024-10-22,Paid Search,Tablet,Jakarta,5,647,0,0,Loyal
SESS0004216,CUST01450,2024-05-24,Referral,Mobile,Surabaya,7,31,0,0,At Risk
SESS0004217,CUST01702,2024-05-22,Organic,Mobile,Jakarta,7,342,0,0,Champions
SESS0004218,CUST00626,2024-01-23,Social Media,Desktop,Surabaya,17,407,1,0,New
SESS0004219,CUST01789,2024-04-01,Organic,Mobile,Bali,13,1262,0,0,Loyal
SESS0004220,CUST00260,2024-03-17,Paid Search,Mobile,Bali,5,712,1,0,Loyal
SESS0004221,CUST00174,2024-10-20,Organic,Mobile,Yogyakarta,6,1714,0,0,Loyal
SESS0004222,CUST00650,2024-08-19,Paid Search,Desktop,Jakarta,13,548,1,0,Lost
SESS0004223,CUST00788,2024-07-24,Organic,Tablet,Surabaya,5,56,0,0,At Risk
SESS0004224,CUST01622,2024-12-27,Organic,Mobile,Semarang,12,680,0,0,At Risk
SESS0004225,CUST00501,2024-05-01,Social Media,Mobile,Surabaya,8,1500,1,0,Loyal
SESS0004226,CUST01449,2024-06-20,Referral,Mobile,Bali,2,1499,0,0,Loyal
SESS0004227,CUST01425,2024-03-25,Organic,Tablet,Semarang,2,1722,1,0,Champions
SESS0004228,CUST01880,2024-02-19,Organic,Desktop,Surabaya,11,274,0,0,Champions
