order_id,customer_id,order_date,category,total_amount,items_count,status,acquisition_source,device,city,segment
ORD001229,CUST00347,2024-04-30,Beauty,317.16,2,Completed,Social Media,Mobile,Medan,Champions
ORD001230,CUST00347,2024-06-10,Apparel,444.67,4,Completed,Email,Mobile,Medan,Champions
ORD001231,CUST00348,2024-08-03,Electronics,571.32,2,Cancelled,Social Media,Desktop,Bandung,Champions
ORD001232,CUST00348,2024-05-24,Apparel,228.42,4,Completed,Social Media,Desktop,Bandung,Champions
ORD001233,CUST00348,2024-05-15,Apparel,231.33,5,Completed,Email,Desktop,Bandung,Champions
ORD001234,CUST00348,2024-06-01,Sports,281.94,2,Completed,Email,Mobile,Bandung,Champions
ORD001235,CUST00348,2024-09-26,Apparel,220.29,3,Completed,Social Media,Mobile,Bandung,Champions
ORD001236,CUST00348,2024-11-11,Apparel,572.5,4,Completed,Organic,Mobile,Bandung,Champions
ORD001237,CUST00348,2024-11-21,Food & Drink,164.6,4,Completed,Organic,Mobile,Bandung,Champions
ORD001238,CUST00348,2024-06-14,Food & Drink,307.52,3,Completed,Paid Search,Desktop,Bandung,Champions
ORD001239,CUST00348,2024-12-14,Food & Drink,581.76,4,Completed,Direct,Mobile,Bandung,Champions
ORD001240,CUST00348,2024-06-03,Beauty,412.02,4,Cancelled,Social Media,Tablet,Bandung,Champions
ORD001241,CUST00349,2024-07-09,Electronics,150.42,3,Returned,Social Media,Mobile,Yogyakarta,Loyal
ORD001242,CUST00349,2024-07-17,Beauty,285.15,5,Completed,Social Media,Mobile,Yogyakarta,Loyal
ORD001243,CUST00349,2024-10-15,Electronics,173.84,2,Completed,Paid Search,Mobile,Yogyakarta,Loyal
ORD001244,CUST00349,2024-02-25,Electronics,185.42,5,Completed,Organic,Desktop,Yogyakarta,Loyal
ORD001245,CUST00350,2024-07-10,Sports,56.68,2,Completed,Email,Desktop,Jakarta,Lost
ORD001246,CUST00350,2024-04-21,Books,75.34,2,Completed,Organic,Mobile,Jakarta,Lost
ORD001247,CUST00351,2024-07-30,Apparel,303.69,2,Completed,Social Media,Mobile,Jakarta,Champions
ORD001248,CUST00351,2024-03-12,Home & Garden,593.24,2,Completed,Social Media,Desktop,Jakarta,Champions
ORD001249,CUST00351,2024-09-05,Home & Garden,185.37,2,Completed,Organic,Desktop,Jakarta,Champions
ORD001250,CUST00351,2024-11-28,Home & Garden,378.2,3,Completed,Paid Search,Mobile,Jakarta,Champions
ORD001251,CUST00351,2024-01-16,Sports,420.55,2,Completed,Paid Search,Mobile,Jakarta,Champions
ORD001252,CUST00351,2024-12-18,Sports,206.76,4,Completed,Social Media,Mobile,Jakarta,Champions
ORD001253,CUST00351,2024-07-22,Electronics,536.16,5,Completed,Paid Search,Mobile,Jakarta,Champions
ORD001254,CUST00351,2024-10-21,Home & Garden,336.15,1,Completed,Paid Search,Mobile,Jakarta,Champions
ORD001255,CUST00351,2024-03-26,Electronics,556.0,4,Cancelled,Email,Mobile,Jakarta,Champions
ORD001256,CUST00352,2024-05-01,Books,100.74,4,Returned,Social Media,Mobile,Bandung,Loyal
ORD001257,CUST00352,2024-04-16,Home & Garden,118.24,3,Completed,Social Media,Tablet,Bandung,Loyal
ORD001258,CUST00352,2024-10-14,Electronics,183.37,4,Completed,Social Media,Mobile,Bandung,Loyal
ORD001259,CUST00352,2024-10-22,Food & Drink,122.64,4,Completed,Paid Search,Mobile,Bandung,Loyal
ORD001260,CUST00352,2024-10-23,Electronics,252.96,4,Completed,Organic,Desktop,Bandung,Loyal
ORD001261,CUST00353,2024-06-23,Beauty,415.65,5,Completed,Paid Search,Desktop,Semarang,Champions
ORD001262,CUST00353,2024-03-31,Electronics,415.41,2,Completed,Direct,Mobile,Semarang,Champions
ORD001263,CUST00353,2024-02-16,Home & Garden,287.63,3,Completed,Paid Search,Mobile,Semarang,Champions
ORD001264,CUST00353,2024-12-29,Apparel,348.46,4,Completed,Paid Search,Mobile,Semarang,Champions
ORD001265,CUST00353,2024-02-04,Food & Drink,320.08,2,Completed,Organic,Tablet,Semarang,Champions
ORD001266,CUST00353,2024-02-14,Apparel,180.49,1,Cancelled,Social Media,Mobile,Semarang,Champions
ORD001267,CUST00353,2024-10-22,Beauty,224.72,3,Completed,Email,Mobile,Semarang,Champions
ORD001268,CUST00353,2024-07-18,Sports,594.27,4,Completed,Organic,Desktop,Semarang,Champions
ORD001269,CUST00353,2024-11-30,Apparel,451.1,5,Completed,Social Media,Mobile,Semarang,Champions
ORD001270,CUST00354,2024-02-23,Electronics,71.26,4,Completed,Paid Search,Mobile,Medan,At Risk
ORD001271,CUST00355,2024-11-15,Apparel,176.53,1,Completed,Organic,Mobile,Medan,Loyal
ORD001272,CUST00355,2024-11-25,Beauty,109.91,4,Completed,Email,Desktop,Medan,Loyal
ORD001273,CUST00355,2024-06-10,Electronics,281.18,2,Completed,Paid Search,Mobile,Medan,Loyal
ORD001274,CUST00355,2024-08-02,Food & Drink,167.25,5,Completed,Direct,Tablet,Medan,Loyal
ORD001275,CUST00355,2024-08-03,Apparel,195.51,3,Completed,Organic,Mobile,Medan,Loyal
ORD001276,CUST00355,2024-01-31,Apparel,167.37,5,Completed,Paid Search,Tablet,Medan,Loyal
ORD001277,CUST00355,2024-08-19,Electronics,287.71,3,Completed,Organic,Desktop,Medan,Loyal
ORD001278,CUST00356,2024-12-09,Electronics,98.29,5,Completed,Organic,Desktop,Palembang,New
ORD001279,CUST00357,2024-04-06,Home & Garden,105.92,2,Returned,Email,Mobile,Bali,Loyal
ORD001280,CUST00357,2024-01-01,Electronics,283.49,4,Completed,Email,Mobile,Bali,Loyal
ORD001281,CUST00357,2024-05-02,Apparel,322.34,1,Completed,Email,Desktop,Bali,Loyal
ORD001282,CUST00357,2024-09-15,Apparel,327.01,3,Completed,Paid Search,Desktop,Bali,Loyal
ORD001283,CUST00357,2024-12-31,Books,216.01,2,Completed,Organic,Mobile,Bali,Loyal
ORD001284,CUST00357,2024-05-29,Food & Drink,164.71,4,Cancelled,Organic,Mobile,Bali,Loyal
ORD001285,CUST00357,2024-12-06,Home & Garden,331.89,4,Completed,Organic,Mobile,Bali,Loyal
ORD001286,CUST00358,2024-12-07,Home & Garden,298.68,1,Completed,Social Media,Mobile,Bali,Loyal
ORD001287,CUST00358,2024-04-27,Books,263.55,1,Returned,Organic,Mobile,Bali,Loyal
ORD001288,CUST00358,2024-03-14,Electronics,282.97,3,Completed,Paid Search,Mobile,Bali,Loyal
ORD001289,CUST00358,2024-11-20,Electronics,306.13,4,Completed,Paid Search,Mobile,Bali,Loyal
ORD001290,CUST00358,2024-11-09,Beauty,199.39,5,Completed,Organic,Mobile,Bali,Loyal
ORD001291,CUST00358,2024-02-08,Books,119.83,2,Completed,Organic,Desktop,Bali,Loyal
ORD001292,CUST00359,2024-01-08,Books,113.49,5,Completed,Email,Mobile,Jakarta,New
ORD001293,CUST00359,2024-08-21,Home & Garden,40.48,3,Completed,Paid Search,Desktop,Jakarta,New
ORD001294,CUST00360,2024-12-14,Electronics,58.27,4,Completed,Organic,Desktop,Medan,Lost
ORD001295,CUST00360,2024-11-03,Food & Drink,26.55,3,Completed,Direct,Mobile,Medan,Lost
ORD001296,CUST00361,2024-12-13,Apparel,128.63,4,Completed,Paid Search,Mobile,Jakarta,New
ORD001297,CUST00361,2024-05-27,Beauty,136.75,2,Completed,Social Media,Mobile,Jakarta,New
ORD001298,CUST00361,2024-09-10,Food & Drink,96.45,1,Completed,Paid Search,Desktop,Jakarta,New
ORD001299,CUST00363,2024-10-17,Home & Garden,119.81,1,Completed,Organic,Mobile,Jakarta,New
ORD001300,CUST00363,2024-07-01,Electronics,122.3,5,Completed,Social Media,Desktop,Jakarta,New
ORD001301,CUST00364,2024-01-01,Electronics,197.53,2,Completed,Social Media,Mobile,Jakarta,Champions
ORD001302,CUST00364,2024-05-06,Electronics,247.18,1,Completed,Organic,Mobile,Jakarta,Champions
ORD001303,CUST00364,2024-03-08,Home & Garden,348.52,5,Completed,Paid Search,Mobile,Jakarta,Champions
ORD001304,CUST00364,2024-05-17,Apparel,369.37,5,Completed,Email,Mobile,Jakarta,Champions
ORD001305,CUST00364,2024-10-13,Electronics,420.04,3,Completed,Direct,Desktop,Jakarta,Champions
ORD001306,CUST00364,2024-12-10,Apparel,370.25,4,Completed,Paid Search,Mobile,Jakarta,Champions
ORD001307,CUST00364,2024-09-02,Food & Drink,301.38,4,Returned,Organic,Mobile,Jakarta,Champions
ORD001308,CUST00364,2024-12-11,Apparel,199.28,4,Completed,Direct,Desktop,Jakarta,Champions
ORD001309,CUST00364,2024-10-22,Sports,340.95,5,Completed,Paid Search,Mobile,Jakarta,Champions
ORD001310,CUST00364,2024-09-01,Food & Drink,323.27,1,Completed,Social Media,Mobile,Jakarta,Champions
ORD001311,CUST00365,2024-10-25,Apparel,337.93,1,Completed,Direct,Desktop,Jakarta,Loyal
ORD001312,CUST00365,2024-06-20,Sports,231.27,2,Completed,Organic,Mobile,Jakarta,Loyal
ORD001313,CUST00365,2024-09-09,Apparel,188.96,4,Completed,Email,Desktop,Jakarta,Loyal
ORD001314,CUST00365,2024-03-03,Home & Garden,120.23,1,Completed,Paid Search,Mobile,Jakarta,Loyal
ORD001315,CUST00365,2024-10-14,Beauty,123.56,3,Completed,Direct,Mobile,Jakarta,Loyal
ORD001316,CUST00365,2024-07-27,Sports,299.36,3,Completed,Direct,Mobile,Jakarta,Loyal
ORD001317,CUST00366,2024-12-31,Sports,175.74,4,Completed,Email,Mobile,Bali,Loyal
ORD001318,CUST00366,2024-07-12,Food & Drink,122.61,3,Cancelled,Organic,Mobile,Bali,Loyal
ORD001319,CUST00366,2024-08-17,Home & Garden,347.47,4,Completed,Email,Mobile,Bali,Loyal
ORD001320,CUST00366,2024-10-07,Sports,136.88,4,Completed,Paid Search,Mobile,Bali,Loyal
ORD001321,CUST00366,2024-06-07,Beauty,166.01,4,Cancelled,Organic,Mobile,Bali,Loyal
ORD001322,CUST00367,2024-02-03,Books,326.79,5,Completed,Organic,Desktop,Yogyakarta,Champions
ORD001323,CUST00367,2024-05-22,Apparel,435.72,1,Completed,Referral,Desktop,Yogyakarta,Champions
ORD001324,CUST00367,2024-03-26,Apparel,250.65,4,Returned,Social Media,Desktop,Yogyakarta,Champions
ORD001325,CUST00367,2024-08-15,Electronics,320.17,5,Completed,Email,Mobile,Yogyakarta,Champions
ORD001326,CUST00367,2024-10-14,Beauty,318.07,3,Completed,Paid Search,Mobile,Yogyakarta,Champions
ORD001327,CUST00367,2024-07-23,Beauty,418.52,1,Completed,Paid Search,Mobile,Yogyakarta,Champions
ORD001328,CUST00367,2024-10-27,Electronics,189.33,3,Completed,Paid Search,Mobile,Yogyakarta,Champions
ORD001329,CUST00368,2024-09-09,Electronics,49.26,2,Completed,Organic,Tablet,Makassar,At Risk
ORD001330,CUST00368,2024-08-08,Apparel,171.39,2,Completed,Organic,Mobile,Makassar,At Risk
ORD001331,CUST00368,2024-05-18,Food & Drink,40.34,5,Completed,Organic,Desktop,Makassar,At Risk
ORD001332,CUST00369,2024-06-14,Electronics,309.95,5,Completed,Email,Desktop,Makassar,Loyal
ORD001333,CUST00369,2024-12-29,Apparel,344.85,5,Completed,Referral,Desktop,Makassar,Loyal
ORD001334,CUST00369,2024-05-28,Food & Drink,100.27,4,Returned,Referral,Desktop,Makassar,Loyal
ORD001335,CUST00369,2024-11-14,Home & Garden,298.36,3,Completed,Social Media,Mobile,Makassar,Loyal
ORD001336,CUST00369,2024-08-09,Sports,150.12,3,Completed,Referral,Mobile,Makassar,Loyal
ORD001337,CUST00369,2024-09-13,Books,161.87,3,Completed,Email,Desktop,Makassar,Loyal
ORD001338,CUST00369,2024-01-12,Sports,308.7,3,Completed,Organic,Desktop,Makassar,Loyal
ORD001339,CUST00370,2024-01-07,Beauty,112.01,2,Completed,Direct,Mobile,Surabaya,Loyal
ORD001340,CUST00370,2024-03-13,Beauty,329.89,5,Completed,Paid Search,Mobile,Surabaya,Loyal
ORD001341,CUST00370,2024-08-11,Books,337.01,4,Completed,Organic,Mobile,Surabaya,Loyal
ORD001342,CUST00370,2024-01-17,Books,301.72,2,Completed,Referral,Desktop,Surabaya,Loyal
ORD001343,CUST00370,2024-07-04,Home & Garden,232.29,4,Completed,Organic,Desktop,Surabaya,Loyal
ORD001344,CUST00371,2024-08-08,Sports,137.51,4,Completed,Email,Desktop,Jakarta,New
ORD001345,CUST00372,2024-08-27,Apparel,75.05,1,Completed,Organic,Desktop,Bali,At Risk
ORD001346,CUST00372,2024-06-26,Sports,150.02,3,Completed,Organic,Mobile,Bali,At Risk
ORD001347,CUST00372,2024-08-21,Home & Garden,147.79,3,Completed,Paid Search,Mobile,Bali,At Risk
ORD001348,CUST00373,2024-09-30,Beauty,186.98,3,Completed,Email,Mobile,Jakarta,Loyal
ORD001349,CUST00373,2024-07-15,Home & Garden,208.2,2,Completed,Referral,Desktop,Jakarta,Loyal
ORD001350,CUST00373,2024-06-11,Electronics,342.8,4,Completed,Organic,Desktop,Jakarta,Loyal
ORD001351,CUST00373,2024-02-10,Apparel,191.85,3,Completed,Direct,Mobile,Jakarta,Loyal
ORD001352,CUST00373,2024-11-19,Sports,126.69,1,Completed,Social Media,Mobile,Jakarta,Loyal
ORD001353,CUST00373,2024-12-11,Beauty,117.16,5,Completed,Direct,Mobile,Jakarta,Loyal
ORD001354,CUST00374,2024-06-12,Beauty,327.8,5,Completed,Paid Search,Mobile,Jakarta,Champions
ORD001355,CUST00374,2024-04-03,Home & Garden,367.69,4,Completed,Social Media,Desktop,Jakarta,Champions
ORD001356,CUST00374,2024-08-25,Electronics,205.93,2,Completed,Paid Search,Desktop,Jakarta,Champions
ORD001357,CUST00374,2024-12-14,Home & Garden,453.98,3,Completed,Paid Search,Desktop,Jakarta,Champions
ORD001358,CUST00374,2024-10-29,Electronics,468.99,1,Completed,Organic,Mobile,Jakarta,Champions
ORD001359,CUST00374,2024-07-30,Books,163.43,5,Completed,Social Media,Mobile,Jakarta,Champions
ORD001360,CUST00374,2024-07-18,Apparel,253.62,2,Completed,Social Media,Desktop,Jakarta,Champions
ORD001361,CUST00374,2024-10-20,Food & Drink,531.4,3,Completed,Organic,Mobile,Jakarta,Champions
ORD001362,CUST00374,2024-03-31,Sports,447.53,5,Completed,Organic,Mobile,Jakarta,Champions
ORD001363,CUST00374,2024-03-31,Electronics,407.9,3,Completed,Direct,Mobile,Jakarta,Champions
ORD001364,CUST00375,2024-03-01,Apparel,119.18,1,Completed,Organic,Mobile,Jakarta,Loyal
ORD001365,CUST00375,2024-12-30,Books,340.56,3,Completed,Organic,Desktop,Jakarta,Loyal
ORD001366,CUST00375,2024-03-22,Beauty,178.52,2,Completed,Social Media,Desktop,Jakarta,Loyal
ORD001367,CUST00376,2024-08-30,Beauty,130.14,5,Completed,Organic,Desktop,Palembang,New
ORD001368,CUST00376,2024-05-14,Home & Garden,55.35,2,Completed,Organic,Mobile,Palembang,New
ORD001369,CUST00376,2024-11-07,Electronics,47.6,2,Cancelled,Social Media,Desktop,Palembang,New
ORD001370,CUST00377,2024-07-07,Electronics,33.71,5,Completed,Organic,Mobile,Bali,Lost
ORD001371,CUST00377,2024-07-10,Beauty,57.32,5,Completed,Organic,Desktop,Bali,Lost
ORD001372,CUST00378,2024-12-16,Food & Drink,172.89,5,Completed,Social Media,Mobile,Makassar,At Risk
ORD001373,CUST00379,2024-04-18,Home & Garden,21.75,5,Completed,Email,Tablet,Jakarta,Lost
ORD001374,CUST00380,2024-12-20,Electronics,313.63,5,Completed,Direct,Mobile,Bali,Loyal
ORD001375,CUST00380,2024-06-12,Electronics,158.24,4,Returned,Organic,Mobile,Bali,Loyal
ORD001376,CUST00380,2024-01-09,Food & Drink,190.62,3,Completed,Email,Mobile,Bali,Loyal
ORD001377,CUST00380,2024-09-26,Beauty,254.3,3,Completed,Paid Search,Mobile,Bali,Loyal
ORD001378,CUST00381,2024-04-02,Apparel,103.38,4,Completed,Organic,Mobile,Yogyakarta,New
ORD001379,CUST00382,2024-10-02,Home & Garden,88.99,2,Completed,Organic,Desktop,Jakarta,Lost
ORD001380,CUST00383,2024-10-08,Home & Garden,182.54,5,Completed,Organic,Mobile,Palembang,Loyal
ORD001381,CUST00383,2024-12-31,Apparel,293.69,3,Completed,Direct,Tablet,Palembang,Loyal
ORD001382,CUST00383,2024-09-25,Beauty,327.38,3,Completed,Paid Search,Desktop,Palembang,Loyal
ORD001383,CUST00383,2024-08-28,Apparel,238.76,5,Completed,Social Media,Desktop,Palembang,Loyal
ORD001384,CUST00383,2024-08-15,Food & Drink,258.68,2,Completed,Social Media,Tablet,Palembang,Loyal
ORD001385,CUST00384,2024-06-25,Electronics,97.18,3,Completed,Organic,Desktop,Bandung,New
ORD001386,CUST00384,2024-08-14,Beauty,139.22,3,Completed,Email,Mobile,Bandung,New
ORD001387,CUST00386,2024-07-08,Beauty,541.69,1,Completed,Paid Search,Mobile,Jakarta,Champions
ORD001388,CUST00386,2024-02-03,Beauty,351.8,3,Completed,Social Media,Mobile,Jakarta,Champions
ORD001389,CUST00386,2024-10-20,Electronics,590.34,4,Completed,Organic,Mobile,Jakarta,Champions
ORD001390,CUST00386,2024-08-05,Sports,375.84,1,Completed,Email,Mobile,Jakarta,Champions
ORD001391,CUST00386,2024-01-24,Home & Garden,450.02,3,Returned,Paid Search,Tablet,Jakarta,Champions
ORD001392,CUST00386,2024-11-23,Apparel,485.27,2,Completed,Paid Search,Mobile,Jakarta,Champions
ORD001393,CUST00386,2024-06-12,Electronics,393.26,2,Completed,Social Media,Mobile,Jakarta,Champions
ORD001394,CUST00386,2024-02-28,Beauty,218.81,3,Completed,Paid Search,Mobile,Jakarta,Champions
ORD001395,CUST00386,2024-02-28,Home & Garden,456.24,4,Completed,Social Media,Tablet,Jakarta,Champions
ORD001396,CUST00386,2024-11-24,Apparel,285.39,4,Completed,Organic,Mobile,Jakarta,Champions
ORD001397,CUST00386,2024-12-01,Food & Drink,251.37,4,Completed,Social Media,Mobile,Jakarta,Champions
ORD001398,CUST00386,2024-05-13,Books,450.55,5,Completed,Social Media,Desktop,Jakarta,Champions
ORD001399,CUST00387,2024-02-26,Electronics,120.55,5,Completed,Organic,Mobile,Palembang,At Risk
ORD001400,CUST00387,2024-10-08,Beauty,135.11,4,Completed,Organic,Mobile,Palembang,At Risk
ORD001401,CUST00387,2024-08-19,Home & Garden,123.09,2,Completed,Email,Desktop,Palembang,At Risk
ORD001402,CUST00388,2024-09-15,Electronics,118.97,4,Completed,Paid Search,Desktop,Bandung,At Risk
ORD001403,CUST00388,2024-05-09,Apparel,167.15,3,Completed,Direct,Mobile,Bandung,At Risk
ORD001404,CUST00388,2024-11-01,Beauty,150.82,3,Completed,Referral,Mobile,Bandung,At Risk
ORD001405,CUST00389,2024-08-15,Books,298.15,3,Completed,Paid Search,Desktop,Jakarta,Loyal
ORD001406,CUST00389,2024-05-18,Apparel,150.61,1,Completed,Organic,Mobile,Jakarta,Loyal
ORD001407,CUST00389,2024-10-12,Apparel,184.05,4,Completed,Email,Desktop,Jakarta,Loyal
ORD001408,CUST00389,2024-11-17,Food & Drink,315.1,4,Completed,Organic,Mobile,Jakarta,Loyal
ORD001409,CUST00390,2024-04-18,Sports,70.81,2,Completed,Direct,Mobile,Bandung,Lost
ORD001410,CUST00390,2024-08-07,Electronics,53.01,5,Completed,Paid Search,Mobile,Bandung,Lost
ORD001411,CUST00391,2024-09-10,Home & Garden,88.52,4,Completed,Direct,Mobile,Jakarta,At Risk
ORD001412,CUST00391,2024-03-04,Electronics,50.59,2,Returned,Email,Desktop,Jakarta,At Risk
ORD001413,CUST00392,2024-12-06,Electronics,84.65,5,Returned,Email,Mobile,Jakarta,At Risk
ORD001414,CUST00392,2024-05-03,Apparel,163.94,1,Completed,Social Media,Mobile,Jakarta,At Risk
ORD001415,CUST00393,2024-09-13,Apparel,195.1,4,Completed,Organic,Mobile,Jakarta,Loyal
ORD001416,CUST00393,2024-06-21,Electronics,329.38,2,Completed,Email,Desktop,Jakarta,Loyal
ORD001417,CUST00393,2024-05-28,Electronics,96.29,4,Completed,Paid Search,Desktop,Jakarta,Loyal
ORD001418,CUST00393,2024-07-10,Beauty,192.97,4,Completed,Social Media,Mobile,Jakarta,Loyal
ORD001419,CUST00393,2024-04-11,Electronics,155.75,1,Completed,Organic,Mobile,Jakarta,Loyal
ORD001420,CUST00393,2024-12-06,Apparel,293.43,1,Completed,Paid Search,Mobile,Jakarta,Loyal
ORD001421,CUST00393,2024-06-16,Home & Garden,218.69,5,Returned,Paid Search,Desktop,Jakarta,Loyal
ORD001422,CUST00394,2024-12-12,Apparel,451.84,3,Completed,Social Media,Mobile,Bali,Champions
ORD001423,CUST00394,2024-11-18,Beauty,175.84,3,Completed,Social Media,Desktop,Bali,Champions
ORD001424,CUST00394,2024-10-05,Apparel,563.15,1,Completed,Paid Search,Mobile,Bali,Champions
ORD001425,CUST00394,2024-01-28,Food & Drink,427.68,2,Completed,Organic,Mobile,Bali,Champions
ORD001426,CUST00394,2024-02-26,Apparel,244.27,4,Completed,Paid Search,Mobile,Bali,Champions
ORD001427,CUST00394,2024-03-30,Books,345.65,5,Completed,Paid Search,Mobile,Bali,Champions
ORD001428,CUST00394,2024-03-02,Home & Garden,460.99,3,Completed,Social Media,Mobile,Bali,Champions
ORD001429,CUST00394,2024-06-19,Electronics,523.52,2,Completed,Paid Search,Desktop,Bali,Champions
ORD001430,CUST00395,2024-01-15,Apparel,144.75,5,Completed,Organic,Desktop,Semarang,Loyal
ORD001431,CUST00395,2024-06-03,Home & Garden,101.91,1,Completed,Paid Search,Mobile,Semarang,Loyal
ORD001432,CUST00395,2024-11-12,Books,248.49,3,Completed,Paid Search,Mobile,Semarang,Loyal
ORD001433,CUST00395,2024-06-11,Electronics,342.12,1,Completed,Organic,Mobile,Semarang,Loyal
ORD001434,CUST00395,2024-06-08,Apparel,297.61,4,Cancelled,Direct,Mobile,Semarang,Loyal
ORD001435,CUST00395,2024-12-01,Apparel,334.86,1,Completed,Paid Search,Mobile,Semarang,Loyal
ORD001436,CUST00396,2024-01-19,Home & Garden,56.82,4,Completed,Social Media,Mobile,Jakarta,New
ORD001437,CUST00396,2024-10-18,Apparel,33.98,3,Completed,Email,Mobile,Jakarta,New
ORD001438,CUST00397,2024-03-29,Apparel,146.72,1,Completed,Social Media,Desktop,Jakarta,At Risk
ORD001439,CUST00398,2024-03-15,Apparel,145.41,1,Completed,Referral,Desktop,Surabaya,At Risk
ORD001440,CUST00398,2024-09-18,Books,99.18,5,Completed,Organic,Desktop,Surabaya,At Risk
ORD001441,CUST00398,2024-04-29,Apparel,146.57,3,Completed,Paid Search,Mobile,Surabaya,At Risk
ORD001442,CUST00398,2024-11-30,Home & Garden,179.92,3,Completed,Organic,Desktop,Surabaya,At Risk
ORD001443,CUST00399,2024-07-11,Sports,103.4,5,Completed,Social Media,Mobile,Bandung,At Risk
ORD001444,CUST00399,2024-09-01,Apparel,146.27,5,Completed,Social Media,Desktop,Bandung,At Risk
ORD001445,CUST00399,2024-10-12,Home & Garden,126.99,1,Completed,Paid Search,Desktop,Bandung,At Risk
ORD001446,CUST00399,2024-06-30,Apparel,150.3,5,Completed,Paid Search,Mobile,Bandung,At Risk
ORD001447,CUST00401,2024-09-18,Food & Drink,425.14,1,Cancelled,Referral,Mobile,Bali,Champions
ORD001448,CUST00401,2024-03-01,Electronics,450.48,5,Completed,Social Media,Mobile,Bali,Champions
ORD001449,CUST00401,2024-08-07,Home & Garden,304.82,4,Completed,Organic,Desktop,Bali,Champions
ORD001450,CUST00401,2024-02-21,Books,230.95,2,Completed,Paid Search,Mobile,Bali,Champions
ORD001451,CUST00401,2024-09-17,Apparel,316.33,5,Completed,Social Media,Mobile,Bali,Champions
ORD001452,CUST00401,2024-04-03,Home & Garden,452.13,3,Completed,Paid Search,Mobile,Bali,Champions
ORD001453,CUST00401,2024-12-03,Apparel,196.65,2,Returned,Organic,Mobile,Bali,Champions
ORD001454,CUST00401,2024-10-22,Electronics,267.06,3,Completed,Social Media,Desktop,Bali,Champions
ORD001455,CUST00401,2024-06-13,Books,385.68,4,Returned,Direct,Mobile,Bali,Champions
ORD001456,CUST00401,2024-04-25,Home & Garden,226.26,5,Returned,Organic,Mobile,Bali,Champions
ORD001457,CUST00401,2024-11-22,Beauty,238.8,2,Completed,Social Media,Mobile,Bali,Champions
ORD001458,CUST00401,2024-06-05,Beauty,328.06,1,Completed,Paid Search,Mobile,Bali,Champions
ORD001459,CUST00402,2024-03-07,Sports,111.08,5,Completed,Direct,Desktop,Yogyakarta,At Risk
ORD001460,CUST00402,2024-10-10,Home & Garden,122.82,5,Completed,Referral,Mobile,Yogyakarta,At Risk
ORD001461,CUST00403,2024-02-05,Electronics,120.23,1,Completed,Social Media,Tablet,Makassar,At Risk
ORD001462,CUST00403,2024-04-15,Electronics,74.29,3,Completed,Email,Desktop,Makassar,At Risk
ORD001463,CUST00403,2024-10-02,Electronics,53.65,1,Completed,Direct,Mobile,Makassar,At Risk
ORD001464,CUST00403,2024-07-19,Home & Garden,152.9,3,Completed,Organic,Mobile,Makassar,At Risk
ORD001465,CUST00404,2024-08-13,Food & Drink,47.69,1,Completed,Organic,Desktop,Bali,Lost
ORD001466,CUST00404,2024-12-04,Beauty,55.52,2,Cancelled,Organic,Mobile,Bali,Lost
ORD001467,CUST00405,2024-12-22,Apparel,121.53,4,Completed,Email,Mobile,Jakarta,New
ORD001468,CUST00405,2024-01-05,Home & Garden,158.3,1,Completed,Organic,Desktop,Jakarta,New
ORD001469,CUST00406,2024-02-10,Food & Drink,313.31,5,Completed,Organic,Mobile,Yogyakarta,Loyal
ORD001470,CUST00406,2024-05-10,Electronics,272.57,4,Completed,Organic,Mobile,Yogyakarta,Loyal
ORD001471,CUST00406,2024-02-12,Apparel,193.95,4,Cancelled,Social Media,Mobile,Yogyakarta,Loyal
ORD001472,CUST00408,2024-02-06,Home & Garden,527.18,4,Completed,Organic,Desktop,Jakarta,Champions
ORD001473,CUST00408,2024-01-30,Beauty,330.9,4,Completed,Paid Search,Mobile,Jakarta,Champions
ORD001474,CUST00408,2024-04-04,Food & Drink,394.01,1,Completed,Email,Desktop,Jakarta,Champions
ORD001475,CUST00408,2024-12-14,Apparel,485.65,5,Completed,Paid Search,Desktop,Jakarta,Champions
ORD001476,CUST00408,2024-10-05,Home & Garden,532.83,5,Completed,Paid Search,Mobile,Jakarta,Champions
ORD001477,CUST00408,2024-03-16,Apparel,273.38,5,Completed,Social Media,Mobile,Jakarta,Champions
ORD001478,CUST00408,2024-05-09,Food & Drink,223.66,5,Completed,Social Media,Mobile,Jakarta,Champions
ORD001479,CUST00408,2024-10-29,Sports,245.65,4,Completed,Email,Mobile,Jakarta,Champions
ORD001480,CUST00408,2024-07-05,Food & Drink,174.93,1,Cancelled,Email,Mobile,Jakarta,Champions
ORD001481,CUST00408,2024-11-13,Electronics,523.83,3,Completed,Direct,Mobile,Jakarta,Champions
ORD001482,CUST00409,2024-12-10,Sports,94.65,3,Completed,Organic,Desktop,Jakarta,At Risk
ORD001483,CUST00409,2024-08-28,Electronics,170.0,2,Completed,Social Media,Mobile,Jakarta,At Risk
ORD001484,CUST00409,2024-11-26,Books,160.87,1,Cancelled,Email,Mobile,Jakarta,At Risk
ORD001485,CUST00410,2024-11-03,Apparel,126.57,3,Cancelled,Email,Mobile,Yogyakarta,Loyal
ORD001486,CUST00410,2024-12-14,Home & Garden,290.85,4,Completed,Organic,Mobile,Yogyakarta,Loyal
ORD001487,CUST00410,2024-03-31,Books,172.64,5,Completed,Organic,Mobile,Yogyakarta,Loyal
